Name,onine_since,Image,categories,Category,Sub-category,Designer,Condition,Material,Color,Size,Location,Reference,Price,price_with_discount,Link
Mid-length dress La Double J Multicolour size M International in Polyester - 42495843,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-polyester-la-double-j-dress-42495843-1_1.jpg",Women,Clothing,Dresses,La Double J,Very good condition,Polyester,Multicolour,M International,Vestiaire Collective United States,42495843,$330,,https://www.vestiairecollective.com/women-clothing/dresses/la-double-j/multicolour-polyester-la-double-j-dress-42495843.shtml
Skirt Burberry Black size 8 years - until 50 inches UK in Cotton - 41417042,2024-02-15,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-burberry-skirt-41417042-1_2.jpg",Kids,Girls,Skirts,Burberry,Never worn,Cotton,Black,8 years - until 50 inches UK,Vintage,"United States, from the seller David",$163.90,,https://www.vestiairecollective.com/kids-girls/skirts/burberry/black-cotton-burberry-skirt-41417042.shtml
Air force 1 leather trainers Nike White size 6.5 US in Leather - 38579184,2023-11-13,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-air-force-1-nike-trainers-38579184-1_2.jpg",Kids,Shoes,Trainers,Nike,Air Force 1,Never worn,Leather,White,6.5 US,"United States, from the seller melmel",$132,$95.70,https://www.vestiairecollective.com/kids-shoes/trainers/nike/white-leather-air-force-1-nike-trainers-38579184.shtml
Sunglasses Prada Black in Plastic - 41004903,2024-02-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-plastic-prada-sunglasses-41004903-1_4.jpg",Men,Accessories,Sunglasses,Prada,"Never worn, with tag",Plastic,Black,"United States, from the seller Elins",41004903,,$264,,https://www.vestiairecollective.com/men-accessories/sunglasses/prada/black-plastic-prada-sunglasses-41004903.shtml
Patent leather ballet flats Gucci White size 12 US in Patent leather - 41644728,2024-02-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-patent-leather-gucci-ballet-flats-41644728-1_2.jpg",Kids,Shoes,Ballet flats,Gucci,Good condition,Patent leather,White,12 US,"United States, from the seller Hotter Cooler",41644728,$132,,https://www.vestiairecollective.com/kids-shoes/ballet-flats/gucci/white-patent-leather-gucci-ballet-flats-41644728.shtml
Tote Prada Other in Polyester - 42802011,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/other-polyester-prada-handbag-42802011-1_3.jpg",Women,Bags,Handbags,Prada,Very good condition,Polyester,Other,"Denmark, from the seller Valdemar",42802011,,$265.95,,https://www.vestiairecollective.com/women-bags/handbags/prada/other-polyester-prada-handbag-42802011.shtml
Saddle leather wallet Dior Brown in Leather - 42812854,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-saddle-dior-wallet-42812854-1_2.jpg",Women,Accessories,Wallets,Dior,Saddle,Good condition,Leather,Brown,"United States, from the seller Mary Joy",42812854,$198,,https://www.vestiairecollective.com/women-accessories/wallet/dior/brown-leather-saddle-dior-wallet-42812854.shtml
Diana bamboo leather tote Gucci Grey in Leather - 41749071,2024-02-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-leather-diana-bamboo-gucci-handbag-41749071-1_2.jpg",Women,Bags,Handbags,Gucci,Diana Bamboo,Very good condition,Leather,Grey,Vintage,"United States, from the seller BGFY",$489.50,,https://www.vestiairecollective.com/women-bags/handbags/gucci/grey-leather-diana-bamboo-gucci-handbag-41749071.shtml
Seamaster watch Omega Gold in Gold plated - 42774270,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-seamaster-omega-watch-42774270-1_2.jpg",Women,Accessories,Watches,Omega,Seamaster,Very good condition,Gold plated,Steel,Manual winding,Gold,$368.50,,https://www.vestiairecollective.com/women-accessories/watches/omega/gold-gold-plated-seamaster-omega-watch-42774270.shtml
Leather crossbody bag Yves Saint Laurent Brown in Leather - 42055182,2024-03-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-rive-gauche-yves-saint-laurent-handbag-42055182-1_1.jpg",Women,Bags,Handbags,Yves Saint Laurent,Rive Gauche,Good condition,Leather,Brown,Vintage,Vestiaire Collective United States,$360,,https://www.vestiairecollective.com/women-bags/handbags/yves-saint-laurent/brown-leather-rive-gauche-yves-saint-laurent-handbag-42055182.shtml
Cloth hat Gucci Black size L International in Cloth - 41838110,2024-03-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cloth-gucci-hat-41838110-1_4.jpg",Men,Accessories,Hats & pull on hats,Gucci,Never worn,Cloth,Black,L International,"United States, from the seller faith",41838110,$306.90,$214.50,https://www.vestiairecollective.com/men-accessories/hats-pull-on-hats/gucci/black-cloth-gucci-hat-41838110.shtml
Cloth hat Gucci X Adidas Green size 58 cm in Cloth - 42755265,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-cloth-gucci-x-adidas-hat-42755265-1_2.jpg",Men,Accessories,Hats & pull on hats,Gucci X Adidas,"Never worn, with tag",Cloth,Green,58 cm,"United States, from the seller Lux",42755265,$544.50,,https://www.vestiairecollective.com/men-accessories/hats-pull-on-hats/gucci-x-adidas/green-cloth-gucci-x-adidas-hat-42755265.shtml
Yellow gold pendant Tiffany & Co Gold in Yellow gold - 42806476,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-yellow-gold-tiffany-co-pendant-42806476-1_3.jpg",Women,Jewellery,Pendants,Tiffany & Co,Never worn,Yellow gold,Gold,"Spain, from the seller Gala",42806476,,"$5,448.24",,https://www.vestiairecollective.com/women-jewellery/pendants/tiffany-co/gold-yellow-gold-tiffany-co-pendant-42806476.shtml
Leather crossbody bag Gucci Brown in Leather - 41924557,2024-03-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-gucci-handbag-41924557-1_2.jpg",Women,Bags,Handbags,Gucci,Very good condition,Leather,Brown,Vintage,"United States, from the seller Golden Bear Boutique",41924557,$400,$340,https://www.vestiairecollective.com/women-bags/handbags/gucci/brown-leather-gucci-handbag-41924557.shtml
Leather leggings The Row Red size M International in Leather - 40737099,2024-01-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-the-row-trousers-40737099-1_2.jpg",Women,Clothing,Trousers,The Row,Very good condition,Leather,Red,M International,"United States, from the seller pilar",40737099,$253,$169.40,https://www.vestiairecollective.com/women-clothing/trousers/the-row/red-leather-the-row-trousers-40737099.shtml
Earrings Chanel Gold in Gold plated - 42661723,2024-03-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-chanel-earrings-42661723-1_3.jpg",Women,Jewellery,Earrings,Chanel,Very good condition,Gold plated,Gold,Vintage,"United States, from the seller wade",42661723,$988.90,,https://www.vestiairecollective.com/women-jewellery/earrings/chanel/gold-gold-plated-chanel-earrings-42661723.shtml
Tote Ganni Black in Synthetic - 40178269,2024-01-08,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-synthetic-ganni-handbag-40178269-1_2.jpg",Women,Bags,Handbags,Ganni,"Never worn, with tag",Synthetic,Black,"United States, from the seller Kimberly",40178269,,$106.70,,https://www.vestiairecollective.com/women-bags/handbags/ganni/black-synthetic-ganni-handbag-40178269.shtml
Marco leather small bag Louis Vuitton Brown in Leather - 42070053,2024-03-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-marco-louis-vuitton-small-bag-42070053-1_2.jpg",Men,Bags,"Small bags, wallets & cases",Louis Vuitton,Marco,Very good condition,Leather,Brown,"United States, from the seller Golden Bear Boutique",42070053,$225,$210,https://www.vestiairecollective.com/men-bags/small-bags-wallets-cases/louis-vuitton/brown-leather-marco-louis-vuitton-small-bag-42070053.shtml
T-shirt Play Comme des Garçons Green size 16 years - M UK in Cotton - 42556694,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-cotton-play-comme-des-garcons-top-42556694-1_2.jpg",Kids,Boys,Tops,Play Comme des Garçons,Good condition,Cotton,Green,16 years - M UK,"United States, from the seller Eyen",42556694,$55,,https://www.vestiairecollective.com/kids-boys/tops/play-comme-des-garcons/green-cotton-play-comme-des-garcons-top-42556694.shtml
Handbag Louis Vuitton Multicolour in Plastic - 42493897,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-plastic-louis-vuitton-handbag-42493897-445358249_6.jpg",Women,Bags,Handbags,Louis Vuitton,Very good condition,Plastic,Multicolour,Vestiaire Collective United States,42493897,,"$1,725",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/multicolour-plastic-louis-vuitton-handbag-42493897.shtml
Pouch leather handbag Bottega Veneta Brown in Leather - 42813439,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-pouch-bottega-veneta-handbag-42813439-1_2.jpg",Women,Bags,Handbags,Bottega Veneta,Pouch,Very good condition,Leather,Brown,"Australia, from the seller Yvette",42813439,"$1,876.60",,https://www.vestiairecollective.com/women-bags/handbags/bottega-veneta/brown-leather-pouch-bottega-veneta-handbag-42813439.shtml
Chypre leather sandal Hermès Green size 38 EU in Leather - 40983158,2024-02-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-leather-chypre-hermes-sandals-40983158-1.jpg",Women,Shoes,Sandals,Hermès,Chypre,"Never worn, with tag",Leather,Green,38 EU,"United States, from the seller brandi","$1,100",$880,https://www.vestiairecollective.com/women-shoes/sandals/hermes/green-leather-chypre-hermes-sandals-40983158.shtml
Pants Burberry Red size 16 years - M UK in Cotton - 41904276,2024-03-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-cotton-burberry-trousers-41904276-1_4.jpg",Kids,Girls,Trousers,Burberry,"Never worn, with tag",Cotton,Red,16 years - M UK,"United States, from the seller Sadie",41904276,$209,$169.40,https://www.vestiairecollective.com/kids-girls/trousers/burberry/red-cotton-burberry-trousers-41904276.shtml
2.55 leather mini bag Chanel Red in Leather - 42573537,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-255-chanel-handbag-42573537-1_3.jpg",Women,Bags,Handbags,Chanel,2.55,Very good condition,Leather,Red,"United States, from the seller Jennifer",42573537,$605,,https://www.vestiairecollective.com/women-bags/handbags/chanel/red-leather-255-chanel-handbag-42573537.shtml
Belt Gucci Grey size 100 cm in Suede - 39891671,2023-12-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-suede-gucci-belt-39891671-1_2.jpg",Men,Accessories,Belts,Gucci,Never worn,Suede,Grey,100 cm,"United States, from the seller Hotter Cooler",39891671,$145.20,,https://www.vestiairecollective.com/men-accessories/belts/gucci/grey-suede-gucci-belt-39891671.shtml
Esplanade leather tote Prada Black in Leather - 42806374,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-esplanade-prada-handbag-42806374-1_2.jpg",Women,Bags,Handbags,Prada,Esplanade,Never worn,Leather,Black,"Romania, from the seller jennifer",42806374,"$4,280.76",,https://www.vestiairecollective.com/women-bags/handbags/prada/black-leather-esplanade-prada-handbag-42806374.shtml
Dionysus cloth handbag Gucci Beige in Cloth - 42762433,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cloth-dionysus-gucci-handbag-42762433-1_3.jpg",Women,Bags,Handbags,Gucci,Dionysus,Very good condition,Cloth,Beige,"Denmark, from the seller mischa",42762433,"$2,869.91",,https://www.vestiairecollective.com/women-bags/handbags/gucci/beige-cloth-dionysus-gucci-handbag-42762433.shtml
T-shirt Moschino Blue size 6 months - until 26.5 inches UK in Cotton - 41654702,2024-02-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-moschino-top-41654702-1_2.jpg",Kids,Girls,Tops,Moschino,Very good condition,Cotton,Blue,6 months - until 26.5 inches UK,"United States, from the seller Miranda",41654702,$93.50,,https://www.vestiairecollective.com/kids-girls/tops/moschino/blue-cotton-moschino-top-41654702.shtml
Cloth handbag Kate Spade Pink in Cloth - 42813777,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-cloth-kate-spade-handbag-42813777-1_2.jpg",Women,Bags,Handbags,Kate Spade,Very good condition,Cloth,Pink,"Japan, from the seller brandear",42813777,,$85,,https://www.vestiairecollective.com/women-bags/handbags/kate-spade/pink-cloth-kate-spade-handbag-42813777.shtml
Leather lace ups Gucci Black size 12 UK in Leather - 42572583,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-lace-ups-42572583-1_3.jpg",Men,Shoes,Lace ups,Gucci,Very good condition,Leather,Black,12 UK,"United States, from the seller Fra",42572583,$165,$137.50,https://www.vestiairecollective.com/men-shoes/lace-ups/gucci/black-leather-gucci-lace-ups-42572583.shtml
Jumper Isabel Marant Etoile Multicolour size 38 FR in Cotton - 42812639,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-isabel-marant-etoile-knitwear-42812639-1_2.jpg",Women,Clothing,Knitwear,Isabel Marant Etoile,Never worn,Cotton,Multicolour,38 FR,"Italy, from the seller Elenoire",42812639,$194.58,,https://www.vestiairecollective.com/women-clothing/knitwear/isabel-marant-etoile/multicolour-cotton-isabel-marant-etoile-knitwear-42812639.shtml
City leather handbag Balenciaga Grey in Leather - 42545648,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-leather-city-balenciaga-handbag-42545648-1_4.jpg",Women,Bags,Handbags,Balenciaga,City,Never worn,Leather,Grey,"United States, from the seller alexandra",42545648,$957,,https://www.vestiairecollective.com/women-bags/handbags/balenciaga/grey-leather-city-balenciaga-handbag-42545648.shtml
Jacket Polo Ralph Lauren Blue size 3 years - until 39 inches UK in Polyester - 36753724,2023-09-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-polyester-polo-ralph-lauren-jacket-coat-36753724-1_2.jpg",Kids,Boys,Jackets & Coats,Polo Ralph Lauren,Very good condition,Polyester,Blue,3 years - until 39 inches UK,"United States, from the seller jude",36753724,$47.30,$33,https://www.vestiairecollective.com/kids-boys/jackets-coats/polo-ralph-lauren/blue-polyester-polo-ralph-lauren-jacket-coat-36753724.shtml
Coat WE11DONE Multicolour size M International in Polyester - 42723336,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-polyester-we11done-coat-42723336-1_1.jpg",Men,Clothing,Coats,WE11DONE,Never worn,Polyester,Multicolour,M International,Vestiaire Collective United States,42723336,$121.72,,https://www.vestiairecollective.com/men-clothing/coats/we11done/multicolour-polyester-we11done-coat-42723336.shtml
Blouse Rosie Assoulin White size 2 US in Cotton - 42408417,2024-03-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-rosie-assoulin-top-42408417-4_4.jpg",Women,Clothing,Tops,Rosie Assoulin,Never worn,Cotton,White,2 US,"United States, from the seller dani",42408417,$99,$89.10,https://www.vestiairecollective.com/women-clothing/tops/rosie-assoulin/white-cotton-rosie-assoulin-top-42408417.shtml
Alphabet pendant Celine Gold in Gold plated - 42594080,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-alphabet-celine-pendant-42594080-1_2.jpg",Women,Jewellery,Pendants,Celine,Alphabet,Good condition,Gold plated,Gold,Vintage,"United States, from the seller Sofia",$742.50,,https://www.vestiairecollective.com/women-jewellery/pendants/celine/gold-gold-plated-alphabet-celine-pendant-42594080.shtml
Wool knitwear & sweatshirt Polo Ralph Lauren Beige size XL International in Wool - 42626464,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-wool-polo-ralph-lauren-knitwear-sweatshirt-42626464-1_2.jpg",Men,Clothing,Knitwear & Sweatshirts,Polo Ralph Lauren,Very good condition,Wool,Beige,XL International,"United States, from the seller Keeley",42626464,$46.20,$40.70,https://www.vestiairecollective.com/men-clothing/knitwear-sweatshirts/polo-ralph-lauren/beige-wool-polo-ralph-lauren-knitwear-sweatshirt-42626464.shtml
Mid-length dress Ulla Johnson Blue size 8 US in Cotton - 42729089,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-ulla-johnson-dress-42729089-1_2.jpg",Women,Clothing,Dresses,Ulla Johnson,Very good condition,Cotton,Blue,8 US,"United States, from the seller Emma",42729089,$139,,https://www.vestiairecollective.com/women-clothing/dresses/ulla-johnson/blue-cotton-ulla-johnson-dress-42729089.shtml
Book tote cloth tote Dior Multicolour in Cloth - 42054249,2024-03-12,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cloth-book-tote-dior-handbag-42054249-1_1.jpg",Women,Bags,Handbags,Dior,Book Tote,Very good condition,Cloth,Multicolour,Vestiaire Collective United States,42054249,"$2,118",,https://www.vestiairecollective.com/women-bags/handbags/dior/multicolour-cloth-book-tote-dior-handbag-42054249.shtml
Dress Gucci White size 12 years - XS UK in Cotton - 40783452,2024-01-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-gucci-dress-40783452-1_4.jpg",Kids,Girls,Dresses,Gucci,Never worn,Cotton,White,12 years - XS UK,"United States, from the seller April",40783452,$165,,https://www.vestiairecollective.com/kids-girls/dresses/gucci/white-cotton-gucci-dress-40783452.shtml
Large pants Alexa Chung Gold size 14-16 US in Viscose - 42785693,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-viscose-alexa-chung-trousers-42785693-3.jpg",Women,Clothing,Trousers,Alexa Chung,Very good condition,Viscose,Gold,14-16 US,"United States, from the seller Joanne",42785693,$64.98,,https://www.vestiairecollective.com/women-clothing/trousers/alexa-chung/gold-viscose-alexa-chung-trousers-42785693.shtml
Track vegan leather high trainers Balenciaga Multicolour size 43 EU in Vegan leather - 41842527,2024-02-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-vegan-leather-track-balenciaga-trainers-41842527-1_2.jpg",Men,Shoes,Trainers,Balenciaga,Track,"Never worn, with tag",Vegan leather,Multicolour,43 EU,"United States, from the seller claudia",$423.50,$342.10,https://www.vestiairecollective.com/men-shoes/trainers/balenciaga/multicolour-vegan-leather-track-balenciaga-trainers-41842527.shtml
Cloth handbag Gucci Brown in Cloth - 42544024,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-gucci-handbag-42544024-1_2.jpg",Women,Bags,Handbags,Gucci,Very good condition,Cloth,Brown,Vintage,"United States, from the seller Emeka",42544024,$412.50,,https://www.vestiairecollective.com/women-bags/handbags/gucci/brown-cloth-gucci-handbag-42544024.shtml
Leather belt Gucci Black size 85 cm in Leather - 42813377,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-belt-42813377-1_2.jpg",Women,Accessories,Belts,Gucci,Never worn,Leather,Black,85 cm,"United States, from the seller Jennifer",42813377,$520,,https://www.vestiairecollective.com/women-accessories/belts/gucci/black-leather-gucci-belt-42813377.shtml
Air force 1 trainers Nike Beige size 3.5 UK in Suede - 41838515,2024-02-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-suede-air-force-1-nike-trainers-41838515-2_4.jpg",Kids,Shoes,Trainers,Nike,Air Force 1,Never worn,Suede,Beige,3.5 UK,"United States, from the seller MARIA",$108.90,,https://www.vestiairecollective.com/kids-shoes/trainers/nike/beige-suede-air-force-1-nike-trainers-41838515.shtml
Blazer leather trainers Nike White size 9 US in Leather - 42805922,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-blazer-nike-trainers-42805922-1_2.jpg",Men,Shoes,Trainers,Nike,Blazer,"Never worn, with tag",Leather,White,9 US,"United States, from the seller M",$104.50,,https://www.vestiairecollective.com/men-shoes/trainers/nike/white-leather-blazer-nike-trainers-42805922.shtml
Shorts Deiji studios Ecru size L International in Cotton - 42758592,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/ecru-cotton-deiji-studios-shorts-42758592-1_2.jpg",Women,Clothing,Shorts,Deiji studios,"Never worn, with tag",Cotton,Ecru,L International,"United States, from the seller ashley",42758592,$77,,https://www.vestiairecollective.com/women-clothing/shorts/deiji-studios/ecru-cotton-deiji-studios-shorts-42758592.shtml
Leather wallet Boyy Grey in Leather - 40543962,2024-01-19,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-leather-boyy-wallet-40543962-1_2.jpg",Women,Accessories,Wallets,Boyy,Never worn,Leather,Grey,"United States, from the seller Estelle",40543962,,$165,$144.10,https://www.vestiairecollective.com/women-accessories/wallet/boyy/grey-leather-boyy-wallet-40543962.shtml
Cloth belts/suspenders Gucci Brown in Cloth - 41142081,2024-02-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-gucci-beltssuspenders-41142081-1_2.jpg",Kids,Accessories,Belts.Suspenders,Gucci,Very good condition,Cloth,Brown,"United States, from the seller Provenance",41142081,,$297,,https://www.vestiairecollective.com/kids-accessories/belts-suspenders/gucci/brown-cloth-gucci-beltssuspenders-41142081.shtml
Leather flats Donald Duck Disney x Gucci Multicolour size 8 US in Leather - 42759596,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-leather-donald-duck-disney-x-gucci-flats-42759596-1_2.jpg",Women,Shoes,Flats,Donald Duck Disney x Gucci,Good condition,Leather,Multicolour,8 US,"United States, from the seller Afiya",42759596,$225.50,$202.40,https://www.vestiairecollective.com/women-shoes/flats/donald-duck-disney-x-gucci/multicolour-leather-donald-duck-disney-x-gucci-flats-42759596.shtml
Watch Gucci Gold in Gold plated - 42307989,2024-03-14,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-gucci-watch-42307989-1_2.jpg",Women,Accessories,Watches,Gucci,Very good condition,Gold plated,Gold plated,Manual winding,Gold,Vintage,$440,$396,https://www.vestiairecollective.com/women-accessories/watches/gucci/gold-gold-plated-gucci-watch-42307989.shtml
Chain around leather crossbody bag Chanel Gold in Leather - 42566458,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-leather-chain-around-chanel-handbag-42566458-1_2.jpg",Women,Bags,Handbags,Chanel,Chain Around,Good condition,Leather,Gold,Vintage,"United States, from the seller Camila","$2,475","$2,117.50",https://www.vestiairecollective.com/women-bags/handbags/chanel/gold-leather-chain-around-chanel-handbag-42566458.shtml
Straight pants Celine Black size 36 FR in Viscose - 42794234,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-viscose-celine-trousers-42794234-1_2.jpg",Women,Clothing,Trousers,Celine,"Never worn, with tag",Viscose,Black,36 FR,"United States, from the seller Anne",42794234,$990,,https://www.vestiairecollective.com/women-clothing/trousers/celine/black-viscose-celine-trousers-42794234.shtml
Cc necklace Chanel Gold in Gold plated - 42750015,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-cc-chanel-necklace-42750015-1_2.jpg",Women,Jewellery,Necklaces,Chanel,CC,Good condition,Gold plated,Gold,Vintage,"United States, from the seller ezla","$2,750",,https://www.vestiairecollective.com/women-jewellery/necklaces/chanel/gold-gold-plated-cc-chanel-necklace-42750015.shtml
Yellow gold earrings Maria Tash Gold in Yellow gold - 42497849,2024-03-20,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-yellow-gold-maria-tash-earrings-42497849-1_2.jpg",Women,Jewellery,Earrings,Maria Tash,Very good condition,Yellow gold,Gold,"United States, from the seller Tanya",42497849,,$539,,https://www.vestiairecollective.com/women-jewellery/earrings/maria-tash/gold-yellow-gold-maria-tash-earrings-42497849.shtml
Chypre leather sandals Hermès Blue size 41 EU in Leather - 41074574,2024-02-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-leather-chypre-hermes-sandals-41074574-1_3.jpg",Men,Shoes,Sandals,Hermès,Chypre,Never worn,Leather,Blue,41 EU,"United States, from the seller Alan","$1,155",,https://www.vestiairecollective.com/men-shoes/sandals/hermes/blue-leather-chypre-hermes-sandals-41074574.shtml
Leather trainers Burberry Brown size 34 FR in Leather - 41965135,2024-03-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-burberry-trainers-41965135-1_4.jpg",Kids,Shoes,Trainers,Burberry,"Never worn, with tag",Leather,Brown,34 FR,"United States, from the seller kira",41965135,$342.10,,https://www.vestiairecollective.com/kids-shoes/trainers/burberry/brown-leather-burberry-trainers-41965135.shtml
Leather trainers Versace White size 40 EU in Leather - 42742433,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-versace-trainers-42742433-1.jpg",Women,Shoes,Trainers,Versace,Never worn,Leather,White,40 EU,"United States, from the seller Tenneh",42742433,$244.15,,https://www.vestiairecollective.com/women-shoes/trainers/versace/white-leather-versace-trainers-42742433.shtml
Top Chloé Navy size 14 ans - S FR in Polyester - 42714481,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-polyester-chloe-top-42714481-1_2.jpg",Kids,Girls,Tops,Chloé,"Never worn, with tag",Polyester,Navy,14 ans - S FR,"United States, from the seller Alexandra",42714481,$85.80,,https://www.vestiairecollective.com/kids-girls/tops/chloe/navy-polyester-chloe-top-42714481.shtml
Leather handbag Prada Black in Leather - 40482650,2024-01-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-prada-handbag-40482650-1_2.jpg",Women,Bags,Handbags,Prada,Very good condition,Leather,Black,Vintage,"United States, from the seller Alexis",40482650,$385,$346.50,https://www.vestiairecollective.com/women-bags/handbags/prada/black-leather-prada-handbag-40482650.shtml
Marmont leather handbag Gucci Beige in Leather - 42350644,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-leather-marmont-gucci-handbag-42350644-1_1.jpg",Women,Bags,Handbags,Gucci,Marmont,Very good condition,Leather,Beige,Vestiaire Collective United States,42350644,"$1,695",,https://www.vestiairecollective.com/women-bags/handbags/gucci/beige-leather-marmont-gucci-handbag-42350644.shtml
Pochette accessoire cloth handbag Louis Vuitton Brown in Cloth - 42783155,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-pochette-accessoire-louis-vuitton-handbag-42783155-1_1.jpg",Women,Bags,Handbags,Louis Vuitton,Pochette Accessoire,Never worn,Cloth,Brown,Vestiaire Collective United States,42783155,$577.50,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-pochette-accessoire-louis-vuitton-handbag-42783155.shtml
