Name,onine_since,Image,categories,Category,Sub-category,Designer,Condition,Material,Color,Size,Location,Reference,Price,price_with_discount,Link
Hamilton leather satchel Michael Kors Camel in Leather - 42761408,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/camel-leather-hamilton-michael-kors-handbag-42761408-1_3.jpg",Women,Bags,Handbags,Michael Kors,Hamilton,"Never worn, with tag",Leather,Camel,"United States, from the seller Andrey",42761408,$170.50,,https://www.vestiairecollective.com/women-bags/handbags/michael-kors/camel-leather-hamilton-michael-kors-handbag-42761408.shtml
Necklace Yves Saint Laurent Gold in Gold plated - 42479369,2024-03-20,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-yves-saint-laurent-necklace-42479369-1_2.jpg",Women,Jewellery,Necklaces,Yves Saint Laurent,Very good condition,Gold plated,Gold,Vintage,"United States, from the seller helene",42479369,$284.90,,https://www.vestiairecollective.com/women-jewellery/necklaces/yves-saint-laurent/gold-gold-plated-yves-saint-laurent-necklace-42479369.shtml
Pin & brooche Prada Black in Other - 42802636,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-other-prada-pin-brooch-42802636-1_3.jpg",Women,Jewellery,Pins & brooches,Prada,Never worn,Other,Black,"Italy, from the seller michelle",42802636,,$132.31,,https://www.vestiairecollective.com/women-jewellery/pins-brooches/prada/black-other-prada-pin-brooch-42802636.shtml
Jackie vintage cloth handbag Gucci Navy in Cloth - 42813073,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-cloth-jackie-vintage-gucci-handbag-42813073-1_2.jpg",Women,Bags,Handbags,Gucci,Jackie Vintage,Very good condition,Cloth,Navy,"Japan, from the seller HIVE",42813073,$466.99,,https://www.vestiairecollective.com/women-bags/handbags/gucci/navy-cloth-jackie-vintage-gucci-handbag-42813073.shtml
Timeless/classique leather handbag Chanel Beige in Leather - 40252505,2024-01-11,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-leather-timeless-classique-chanel-handbag-40252505-1_3.jpg",Women,Bags,Handbags,Chanel,Timeless/Classique,Very good condition,Leather,Beige,"United States, from the seller YLH",40252505,"$2,744.50","$2,404.60",https://www.vestiairecollective.com/women-bags/handbags/chanel/beige-leather-timeless-classique-chanel-handbag-40252505.shtml
Cloth flats Yves Saint Laurent Blue size 8 US in Cloth - 42584745,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cloth-yves-saint-laurent-flats-42584745-1_2.jpg",Women,Shoes,Flats,Yves Saint Laurent,Very good condition,Cloth,Blue,8 US,Vintage,"United States, from the seller Provenance",$97,,https://www.vestiairecollective.com/women-shoes/flats/yves-saint-laurent/blue-cloth-yves-saint-laurent-flats-42584745.shtml
Malaga leather flats Gucci Black size 40 EU in Leather - 41139065,2024-02-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-malaga-gucci-flats-41139065-1_2.jpg",Women,Shoes,Flats,Gucci,Malaga,Very good condition,Leather,Black,40 EU,"United States, from the seller Marianne",$467.50,,https://www.vestiairecollective.com/women-shoes/flats/gucci/black-leather-malaga-gucci-flats-41139065.shtml
Leather flats Gucci Black size 9.5 UK in Leather - 42698342,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-flats-42698342-1_2.jpg",Men,Shoes,Flats,Gucci,Never worn,Leather,Black,9.5 UK,"United States, from the seller Amanda",42698342,$550,,https://www.vestiairecollective.com/men-shoes/flats/gucci/black-leather-gucci-flats-42698342.shtml
Leather satchel Gucci Black in Leather - 42532976,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-handbag-42532976-1_3.jpg",Women,Bags,Handbags,Gucci,Good condition,Leather,Black,Vintage,"United States, from the seller Luxehubpalace",42532976,$330,,https://www.vestiairecollective.com/women-bags/handbags/gucci/black-leather-gucci-handbag-42532976.shtml
Puffer SAM Pink size 14 years - S UK in Fur - 39498434,2023-12-13,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-fur-sam-jacket-coat-39498434-1_2.jpg",Kids,Girls,Jackets & Coats,SAM,Good condition,Fur,Pink,14 years - S UK,"United States, from the seller Irina",39498434,$75.90,$23.10,https://www.vestiairecollective.com/kids-girls/jackets-coats/sam/pink-fur-sam-jacket-coat-39498434.shtml
Cloth purse Louis Vuitton Brown in Cloth - 40779592,2024-01-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-louis-vuitton-purse-40779592-1_2.jpg",Women,Accessories,"Purses, wallets & cases",Louis Vuitton,Never worn,Cloth,Brown,"United States, from the seller MB",40779592,,$320,$265,https://www.vestiairecollective.com/women-accessories/purses-wallets-cases/louis-vuitton/brown-cloth-louis-vuitton-purse-40779592.shtml
Top Anine Bing White size 3 ans - jusqu'à 98cm FR in Cotton - 41706937,2024-02-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-anine-bing-top-41706937-1_2.jpg",Kids,Girls,Tops,Anine Bing,Very good condition,Cotton,White,3 ans - jusqu'à 98cm FR,"United States, from the seller Janet",41706937,$104.50,,https://www.vestiairecollective.com/kids-girls/tops/anine-bing/white-cotton-anine-bing-top-41706937.shtml
Leather bag Rick Owens Silver in Leather - 42778724,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/silver-leather-rick-owens-bag-42778724-1_4.jpg",Men,Bags,Bags,Rick Owens,Never worn,Leather,Silver,"United States, from the seller Michele",42778724,,$418,,https://www.vestiairecollective.com/men-bags/bags/rick-owens/silver-leather-rick-owens-bag-42778724.shtml
Wool trousers The Row Anthracite size 30 UK - US in Wool - 42658850,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/anthracite-wool-the-row-trousers-42658850-1_2.jpg",Men,Clothing,Trousers,The Row,Very good condition,Wool,Anthracite,"United States, from the seller Jake",42658850,,$495,,https://www.vestiairecollective.com/men-clothing/trousers/the-row/anthracite-wool-the-row-trousers-42658850.shtml
T-shirt Moncler White size 12 ans - XS FR in Cotton - 42624562,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-moncler-top-42624562-1_2.jpg",Kids,Girls,Tops,Moncler,Very good condition,Cotton,White,12 ans - XS FR,"United States, from the seller Luxx",42624562,$165,,https://www.vestiairecollective.com/kids-girls/tops/moncler/white-cotton-moncler-top-42624562.shtml
Leather mini bag Miu Miu Camel in Leather - 42688641,2024-03-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/camel-leather-miu-miu-handbag-42688641-1_2.jpg",Women,Bags,Handbags,Miu Miu,Fair condition,Leather,Camel,Vintage,"United States, from the seller Tansy",42688641,$89.10,,https://www.vestiairecollective.com/women-bags/handbags/miu-miu/camel-leather-miu-miu-handbag-42688641.shtml
Suit Gucci Multicolour size 56 IT in Cotton - 38942281,2023-11-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-gucci-suit-38942281-1_2.jpg",Men,Clothing,Suits,Gucci,"Never worn, with tag",Cotton,Multicolour,56 IT,"United States, from the seller Hotter Cooler",38942281,$702.90,,https://www.vestiairecollective.com/men-clothing/suits/gucci/multicolour-cotton-gucci-suit-38942281.shtml
Mini dress Zimmermann White size 1 0-5 in Cotton - 42498188,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-zimmermann-dress-42498188-1_1.jpg",Women,Clothing,Dresses,Zimmermann,Very good condition,Cotton,White,1 0-5,Vestiaire Collective United States,42498188,$110,,https://www.vestiairecollective.com/women-clothing/dresses/zimmermann/white-cotton-zimmermann-dress-42498188.shtml
Bermuda Burberry Brown size 10 ans - jusqu'à 142cm FR in Cotton - 41063939,2024-02-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cotton-burberry-shorts-41063939-1_2.jpg",Kids,Boys,Shorts,Burberry,"Never worn, with tag",Cotton,Brown,10 ans - jusqu'à 142cm FR,"United States, from the seller Jenya",41063939,$137.50,,https://www.vestiairecollective.com/kids-boys/shorts/burberry/brown-cotton-burberry-shorts-41063939.shtml
Neverfull leather tote Louis Vuitton Black in Leather - 42758310,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-neverfull-louis-vuitton-handbag-42758310-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Neverfull,Very good condition,Leather,Black,"United States, from the seller Brandi",42758310,"$1,677.50",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-neverfull-louis-vuitton-handbag-42758310.shtml
Excursion handbag Louis Vuitton Brown in Synthetic - 42813345,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-synthetic-excursion-louis-vuitton-handbag-42813345-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Excursion,Good condition,Synthetic,Brown,"Japan, from the seller brandear",42813345,$306,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-synthetic-excursion-louis-vuitton-handbag-42813345.shtml
Slim jean Rag & Bone Blue size 27 US in Cotton - elasthane - 42811053,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-elasthane-rag-bone-jeans-42811053-1_2.jpg",Men,Clothing,Jeans,Rag & Bone,Very good condition,Cotton - elasthane,Blue,27 US,"United States, from the seller Gretchen",42811053,$86.90,,https://www.vestiairecollective.com/men-clothing/jeans/rag-bone/blue-cotton-elasthane-rag-bone-jeans-42811053.shtml
Alma leather satchel Louis Vuitton Brown in Leather - 42725331,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-alma-louis-vuitton-handbag-42725331-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Alma,Good condition,Leather,Brown,Vintage,"United States, from the seller edita",$580.80,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-alma-louis-vuitton-handbag-42725331.shtml
Panama Loewe Green size 59 cm in Cotton - 42808745,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-cotton-loewe-hat-42808745-1_2.jpg",Women,Accessories,Hats,Loewe,"Never worn, with tag",Cotton,Green,59 cm,"United States, from the seller Alla",42808745,$412.50,,https://www.vestiairecollective.com/women-accessories/hats/loewe/green-cotton-loewe-hat-42808745.shtml
Bayswater leather satchel Mulberry Burgundy in Leather - 42519876,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/burgundy-leather-bayswater-mulberry-handbag-42519876-1_2.jpg",Women,Bags,Handbags,Mulberry,Bayswater,Very good condition,Leather,Burgundy,"United States, from the seller marisa",42519876,$430.10,$387.20,https://www.vestiairecollective.com/women-bags/handbags/mulberry/burgundy-leather-bayswater-mulberry-handbag-42519876.shtml
Alma bb leather handbag Louis Vuitton Red in Leather - 39801653,2023-12-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-alma-bb-louis-vuitton-handbag-39801653-1_3.jpg",Women,Bags,Handbags,Louis Vuitton,Alma BB,Never worn,Leather,Red,"United States, from the seller K",39801653,"$4,154.70",$825,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-alma-bb-louis-vuitton-handbag-39801653.shtml
Leather mini bag Tory Burch Purple in Leather - 42798697,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/purple-leather-tory-burch-handbag-42798697-1_2.jpg",Women,Bags,Handbags,Tory Burch,Never worn,Leather,Purple,"United States, from the seller danielle",42798697,,$159.50,,https://www.vestiairecollective.com/women-bags/handbags/tory-burch/purple-leather-tory-burch-handbag-42798697.shtml
Lancer patent leather heels Jimmy Choo Red size 39 EU in Patent leather - 42812651,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-patent-leather-lancer-jimmy-choo-heels-42812651-1_4.jpg",Women,Shoes,Heels,Jimmy Choo,Lancer,Very good condition,Patent leather,Red,39 EU,"United Kingdom, from the seller flavia",$672.79,,https://www.vestiairecollective.com/women-shoes/heels/jimmy-choo/red-patent-leather-lancer-jimmy-choo-heels-42812651.shtml
Coussin leather handbag Louis Vuitton Beige in Leather - 42784047,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-leather-coussin-louis-vuitton-handbag-42784047-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Coussin,Very good condition,Leather,Beige,"United States, from the seller Shabz",42784047,"$2,351.80",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/beige-leather-coussin-louis-vuitton-handbag-42784047.shtml
First leather handbag Balenciaga Purple in Leather - 42763120,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/purple-leather-first-balenciaga-handbag-42763120-1_3.jpg",Women,Bags,Handbags,Balenciaga,First,Fair condition,Leather,Purple,Vintage,"France, from the seller anais",$324.30,,https://www.vestiairecollective.com/women-bags/handbags/balenciaga/purple-leather-first-balenciaga-handbag-42763120.shtml
Return to tiffany silver necklace Tiffany & Co Silver in Silver - 42690649,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/silver-silver-return-to-tiffany-tiffany-co-necklace-42690649-1_2.jpg",Women,Jewellery,Necklaces,Tiffany & Co,Return to Tiffany,Very good condition,Silver,Silver,Vintage,"United States, from the seller Juan",$363,,https://www.vestiairecollective.com/women-jewellery/necklaces/tiffany-co/silver-silver-return-to-tiffany-tiffany-co-necklace-42690649.shtml
Pants Nike Black size 10 years - until 56 inches UK in Cotton - 41459350,2024-02-17,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-nike-trousers-41459350-1_2.jpg",Kids,Boys,Trousers,Nike,Very good condition,Cotton,Black,10 years - until 56 inches UK,"United States, from the seller svetlana",41459350,$25.30,,https://www.vestiairecollective.com/kids-boys/trousers/nike/black-cotton-nike-trousers-41459350.shtml
Sweatshirt Gallery Dept Black size M International in Cotton - 41653457,2024-02-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-gallery-dept-knitwear-sweatshirt-41653457-1_3.jpg",Men,Clothing,Knitwear & Sweatshirts,Gallery Dept,Very good condition,Cotton,Black,M International,"United States, from the seller king",41653457,$495,$374,https://www.vestiairecollective.com/men-clothing/knitwear-sweatshirts/gallery-dept/black-cotton-gallery-dept-knitwear-sweatshirt-41653457.shtml
Trainers JORDAN Black size 5 US in Rubber - 41768997,2024-02-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-rubber-jordan-trainers-41768997-1_2.jpg",Kids,Shoes,Trainers,JORDAN,Very good condition,Rubber,Black,5 US,"United States, from the seller Nihan",41768997,$60.50,$55,https://www.vestiairecollective.com/kids-shoes/trainers/jordan/black-rubber-jordan-trainers-41768997.shtml
Purse Louis Vuitton Black in Other - 42805575,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-other-louis-vuitton-purse-42805575-1_3.jpg",Women,Accessories,"Purses, wallets & cases",Louis Vuitton,Very good condition,Other,Black,"United States, from the seller Veronica",42805575,,$275,,https://www.vestiairecollective.com/women-accessories/purses-wallets-cases/louis-vuitton/black-other-louis-vuitton-purse-42805575.shtml
Leather belt Gucci Navy size 39 Inches in Leather - 42693930,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-leather-gucci-belt-42693930-1_2.jpg",Men,Accessories,Belts,Gucci,Very good condition,Leather,Navy,39 Inches,"United States, from the seller Petra",42693930,$141.90,,https://www.vestiairecollective.com/men-accessories/belts/gucci/navy-leather-gucci-belt-42693930.shtml
T-shirt Burberry Black size L International in Cotton - 42549346,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-burberry-t-shirt-42549346-1_2.jpg",Men,Clothing,T-shirts,Burberry,Good condition,Cotton,Black,L International,Vintage,"United States, from the seller Eyen",$55,,https://www.vestiairecollective.com/men-clothing/t-shirts/burberry/black-cotton-burberry-t-shirt-42549346.shtml
Timeless/classique leather wallet Chanel Red in Leather - 42600627,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-timeless-classique-chanel-wallet-42600627-1_2.jpg",Women,Accessories,Wallets,Chanel,Timeless/Classique,Good condition,Leather,Red,Vintage,"United States, from the seller Alexandra",$320,$317,https://www.vestiairecollective.com/women-accessories/wallet/chanel/red-leather-timeless-classique-chanel-wallet-42600627.shtml
Leather handbag Tod's Black in Leather - 42802214,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-tods-handbag-42802214-1_3.jpg",Women,Bags,Handbags,Tod's,Very good condition,Leather,Black,"Germany, from the seller Lucian",42802214,,$389.16,,https://www.vestiairecollective.com/women-bags/handbags/tods/black-leather-tods-handbag-42802214.shtml
Falabella box vegan leather handbag Stella McCartney Black in Vegan leather - 42695345,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-vegan-leather-falabella-box-stella-mccartney-handbag-42695345-1_4.jpg",Women,Bags,Handbags,Stella McCartney,Falabella Box,Very good condition,Vegan leather,Black,"United States, from the seller sasha",42695345,$218.90,,https://www.vestiairecollective.com/women-bags/handbags/stella-mccartney/black-vegan-leather-falabella-box-stella-mccartney-handbag-42695345.shtml
Jackie vintage leather handbag Gucci White in Leather - 40647561,2024-01-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-jackie-vintage-gucci-handbag-40647561-1_2.jpg",Women,Bags,Handbags,Gucci,Jackie Vintage,Very good condition,Leather,White,Vintage,"United States, from the seller Phong",$874.50,$577.50,https://www.vestiairecollective.com/women-bags/handbags/gucci/white-leather-jackie-vintage-gucci-handbag-40647561.shtml
Vegan leather heels Prada Brown size 35.5 IT in Vegan leather - 42727347,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-vegan-leather-prada-heels-42727347-1_4.jpg",Women,Shoes,Heels,Prada,Fair condition,Vegan leather,Brown,35.5 IT,Vintage,"United States, from the seller marylee",$33,,https://www.vestiairecollective.com/women-shoes/heels/prada/brown-vegan-leather-prada-heels-42727347.shtml
Leather wallet Chanel Yellow in Leather - 39689861,2024-01-03,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/yellow-leather-chanel-wallet-39689861-1_1.jpg",Women,Accessories,Wallets,Chanel,Very good condition,Leather,Yellow,Vestiaire Collective United States,39689861,,$398,,https://www.vestiairecollective.com/women-accessories/wallet/chanel/yellow-leather-chanel-wallet-39689861.shtml
Mid-length dress Balmain Multicolour size 38 FR in Polyester - 42813528,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-polyester-balmain-dress-42813528-1_2.jpg",Women,Clothing,Dresses,Balmain,Very good condition,Polyester,Multicolour,38 FR,"Bulgaria, from the seller Unique",42813528,$505.91,,https://www.vestiairecollective.com/women-clothing/dresses/balmain/multicolour-polyester-balmain-dress-42813528.shtml
Speedy handbag Louis Vuitton Brown in Synthetic - 42813398,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-synthetic-speedy-louis-vuitton-handbag-42813398-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Speedy,Fair condition,Synthetic,Brown,"Japan, from the seller brandear",42813398,$346,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-synthetic-speedy-louis-vuitton-handbag-42813398.shtml
Châle monogram shine wool stole Louis Vuitton Brown in Wool - 42802590,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-wool-chale-monogram-shine-louis-vuitton-scarf-42802590-6_4.jpg",Women,Accessories,Scarves,Louis Vuitton,Châle Monogram shine,Very good condition,Wool,Brown,"Italy, from the seller ANTONIETTA",42802590,$376.19,,https://www.vestiairecollective.com/women-accessories/scarves/louis-vuitton/brown-wool-chale-monogram-shine-louis-vuitton-scarf-42802590.shtml
Top Louis Vuitton White size 38 FR in Polyester - 40986002,2024-02-03,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-polyester-louis-vuitton-top-40986002-1_3.jpg",Women,Clothing,Tops,Louis Vuitton,Never worn,Polyester,White,38 FR,"United States, from the seller Elvire",40986002,$495,$328.90,https://www.vestiairecollective.com/women-clothing/tops/louis-vuitton/white-polyester-louis-vuitton-top-40986002.shtml
Trousers KidSuper Studios Multicolour size M International in Cotton - 42758189,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-kidsuper-studios-trousers-42758189-1_2.jpg",Men,Clothing,Trousers,KidSuper Studios,Never worn,Cotton,Multicolour,M International,"United States, from the seller Michele",42758189,$187,,https://www.vestiairecollective.com/men-clothing/trousers/kidsuper-studios/multicolour-cotton-kidsuper-studios-trousers-42758189.shtml
Jodie leather handbag Bottega Veneta Grey in Leather - 39504085,2023-12-14,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-leather-jodie-bottega-veneta-handbag-39504085-1_3.jpg",Women,Bags,Handbags,Bottega Veneta,Jodie,Never worn,Leather,Grey,"United States, from the seller Vivian",39504085,"$3,547.50","$3,108.60",https://www.vestiairecollective.com/women-bags/handbags/bottega-veneta/grey-leather-jodie-bottega-veneta-handbag-39504085.shtml
Vinyl skirt Courrèges Orange size 36 FR in Vinyl - 42813481,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/orange-vinyl-courreges-skirt-42813481-1_2.jpg",Women,Clothing,Skirts,Courrèges,Never worn,Vinyl,Orange,36 FR,"France, from the seller Nabil",42813481,$648.60,,https://www.vestiairecollective.com/women-clothing/skirts/courreges/orange-vinyl-courreges-skirt-42813481.shtml
Heels Versace Pink size 37 EU in Polyester - 42813021,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-polyester-versace-heels-42813021-1_2.jpg",Women,Shoes,Heels,Versace,Never worn,Polyester,Pink,37 EU,"United States, from the seller Elina",42813021,$768.90,,https://www.vestiairecollective.com/women-shoes/heels/versace/pink-polyester-versace-heels-42813021.shtml
Leather sandals Moschino Pink size 23 FR in Leather - 42096939,2024-03-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-leather-moschino-sandals-42096939-1_2.jpg",Kids,Shoes,Sandals,Moschino,Very good condition,Leather,Pink,23 FR,"United States, from the seller wendy",42096939,$93.50,$80.30,https://www.vestiairecollective.com/kids-shoes/sandals/moschino/pink-leather-moschino-sandals-42096939.shtml
Pocket organizer small bag Louis Vuitton Black in Cotton - 42508675,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-pocket-organizer-louis-vuitton-small-bag-42508675-3_13.jpg",Men,Bags,"Small bags, wallets & cases",Louis Vuitton,Pocket Organizer,Very good condition,Cotton,Black,"United States, from the seller Alan",42508675,$399.30,,https://www.vestiairecollective.com/men-bags/small-bags-wallets-cases/louis-vuitton/black-cotton-pocket-organizer-louis-vuitton-small-bag-42508675.shtml
Jeans Dior Black size 29 US in Cotton - 42768400,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-dior-jeans-42768400-1_2.jpg",Men,Clothing,Jeans,Dior,Very good condition,Cotton,Black,29 US,"United States, from the seller TRIBUTE TO STYLE",42768400,$180,,https://www.vestiairecollective.com/men-clothing/jeans/dior/black-cotton-dior-jeans-42768400.shtml
Cloth ballet flats Gucci Gold size 31 FR in Cloth - 33832944,2023-05-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-cloth-gucci-ballet-flats-33832944-1_2.jpg",Kids,Shoes,Ballet flats,Gucci,Never worn,Cloth,Gold,31 FR,"United States, from the seller Hotter Cooler",33832944,$157.30,,https://www.vestiairecollective.com/kids-shoes/ballet-flats/gucci/gold-cloth-gucci-ballet-flats-33832944.shtml
Patent leather boots Dr. Martens Black size 9.5 US in Patent leather - 41239719,2024-02-10,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-patent-leather-dr-martens-boots-41239719-1_2.jpg",Kids,Shoes,Boots,Dr. Martens,Very good condition,Patent leather,Black,9.5 US,"United States, from the seller shay",41239719,$49.50,$36.30,https://www.vestiairecollective.com/kids-shoes/boots/dr-martens/black-patent-leather-dr-martens-boots-41239719.shtml
Retiro leather handbag Louis Vuitton Brown in Leather - 42726443,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-retiro-louis-vuitton-handbag-42726443-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Retiro,Very good condition,Leather,Brown,"United States, from the seller susan",42726443,"$1,087.90",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-retiro-louis-vuitton-handbag-42726443.shtml
Maxi dress Ulla Johnson Blue size 4 US in Cotton - 42498247,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-ulla-johnson-dress-42498247-1_1.jpg",Women,Clothing,Dresses,Ulla Johnson,"Never worn, with tag",Cotton,Blue,4 US,Vestiaire Collective United States,42498247,$135,,https://www.vestiairecollective.com/women-clothing/dresses/ulla-johnson/blue-cotton-ulla-johnson-dress-42498247.shtml
Blondie leather crossbody bag Gucci Black in Leather - 42813363,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-blondie-gucci-handbag-42813363-1_2.jpg",Women,Bags,Handbags,Gucci,Blondie,Never worn,Leather,Black,"United States, from the seller Jennifer",42813363,"$1,630",,https://www.vestiairecollective.com/women-bags/handbags/gucci/black-leather-blondie-gucci-handbag-42813363.shtml
T-shirt Louis Vuitton White size L International in Cotton - 42802867,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-louis-vuitton-top-42802867-1_3.jpg",Women,Clothing,Tops,Louis Vuitton,Very good condition,Cotton,White,L International,"France, from the seller Valérie",42802867,$323,,https://www.vestiairecollective.com/women-clothing/tops/louis-vuitton/white-cotton-louis-vuitton-top-42802867.shtml
Cloth trainers Off-White Multicolour size 11 US in Cloth - 41044541,2024-02-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cloth-off-white-trainers-41044541-1_2.jpg",Kids,Shoes,Trainers,Off-White,"Never worn, with tag",Cloth,Multicolour,11 US,"United States, from the seller Sarin",41044541,$165,$110,https://www.vestiairecollective.com/kids-shoes/trainers/off-white/multicolour-cloth-off-white-trainers-41044541.shtml
Coripe silk dress Totême Black size XXS International in Silk - 40845344,2024-01-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-silk-coripe-toteme-dress-40845344-1_2.jpg",Women,Clothing,Dresses,Totême,Coripe,"Never worn, with tag",Silk,Black,XXS International,"United States, from the seller Serena",$726,,https://www.vestiairecollective.com/women-clothing/dresses/toteme/black-silk-coripe-toteme-dress-40845344.shtml
