Name,onine_since,Image,categories,Category,Sub-category,Designer,Condition,Material,Color,Size,Location,Reference,Price,price_with_discount,Link
Belt Gucci Grey size 100 cm in Suede ,2023-12-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-suede-gucci-belt-39891671-1_2.jpg",Men,Accessories,Belts,Gucci,Never worn,Suede,Grey,100 cm,"United States, from the seller Hotter Cooler",39891671,$145.20,,https://www.vestiairecollective.com/men-accessories/belts/gucci/grey-suede-gucci-belt-39891671.shtml
Esplanade leather tote Prada Black in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-esplanade-prada-handbag-42806374-1_2.jpg",Women,Bags,Handbags,Prada,Esplanade,Never worn,Leather,Black,"Romania, from the seller jennifer",42806374,"$4,280.76",,https://www.vestiairecollective.com/women-bags/handbags/prada/black-leather-esplanade-prada-handbag-42806374.shtml
Dionysus cloth handbag Gucci Beige in Cloth ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cloth-dionysus-gucci-handbag-42762433-1_3.jpg",Women,Bags,Handbags,Gucci,Dionysus,Very good condition,Cloth,Beige,"Denmark, from the seller mischa",42762433,"$2,869.91",,https://www.vestiairecollective.com/women-bags/handbags/gucci/beige-cloth-dionysus-gucci-handbag-42762433.shtml
T,2024-02-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-moschino-top-41654702-1_2.jpg",Kids,Girls,Tops,Moschino,Very good condition,Cotton,Blue,6 months - until 26.5 inches UK,"United States, from the seller Miranda",41654702,$93.50,,https://www.vestiairecollective.com/kids-girls/tops/moschino/blue-cotton-moschino-top-41654702.shtml
Cloth handbag Kate Spade Pink in Cloth ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-cloth-kate-spade-handbag-42813777-1_2.jpg",Women,Bags,Handbags,Kate Spade,Very good condition,Cloth,Pink,"Japan, from the seller brandear",42813777,,$85,,https://www.vestiairecollective.com/women-bags/handbags/kate-spade/pink-cloth-kate-spade-handbag-42813777.shtml
Leather lace ups Gucci Black size 12 UK in Leather ,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-lace-ups-42572583-1_3.jpg",Men,Shoes,Lace ups,Gucci,Very good condition,Leather,Black,12 UK,"United States, from the seller Fra",42572583,$165,$137.50,https://www.vestiairecollective.com/men-shoes/lace-ups/gucci/black-leather-gucci-lace-ups-42572583.shtml
Jumper Isabel Marant Etoile Multicolour size 38 FR in Cotton ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-isabel-marant-etoile-knitwear-42812639-1_2.jpg",Women,Clothing,Knitwear,Isabel Marant Etoile,Never worn,Cotton,Multicolour,38 FR,"Italy, from the seller Elenoire",42812639,$194.58,,https://www.vestiairecollective.com/women-clothing/knitwear/isabel-marant-etoile/multicolour-cotton-isabel-marant-etoile-knitwear-42812639.shtml
City leather handbag Balenciaga Grey in Leather ,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-leather-city-balenciaga-handbag-42545648-1_4.jpg",Women,Bags,Handbags,Balenciaga,City,Never worn,Leather,Grey,"United States, from the seller alexandra",42545648,$957,,https://www.vestiairecollective.com/women-bags/handbags/balenciaga/grey-leather-city-balenciaga-handbag-42545648.shtml
Jacket Polo Ralph Lauren Blue size 3 years ,2023-09-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-polyester-polo-ralph-lauren-jacket-coat-36753724-1_2.jpg",Kids,Boys,Jackets & Coats,Polo Ralph Lauren,Very good condition,Polyester,Blue,3 years - until 39 inches UK,"United States, from the seller jude",36753724,$47.30,$33,https://www.vestiairecollective.com/kids-boys/jackets-coats/polo-ralph-lauren/blue-polyester-polo-ralph-lauren-jacket-coat-36753724.shtml
Coat WE11DONE Multicolour size M International in Polyester ,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-polyester-we11done-coat-42723336-1_1.jpg",Men,Clothing,Coats,WE11DONE,Never worn,Polyester,Multicolour,M International,Vestiaire Collective United States,42723336,$121.72,,https://www.vestiairecollective.com/men-clothing/coats/we11done/multicolour-polyester-we11done-coat-42723336.shtml
Blouse Rosie Assoulin White size 2 US in Cotton ,2024-03-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-rosie-assoulin-top-42408417-4_4.jpg",Women,Clothing,Tops,Rosie Assoulin,Never worn,Cotton,White,2 US,"United States, from the seller dani",42408417,$99,$89.10,https://www.vestiairecollective.com/women-clothing/tops/rosie-assoulin/white-cotton-rosie-assoulin-top-42408417.shtml
Alphabet pendant Celine Gold in Gold plated ,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-alphabet-celine-pendant-42594080-1_2.jpg",Women,Jewellery,Pendants,Celine,Alphabet,Good condition,Gold plated,Gold,Vintage,"United States, from the seller Sofia",$742.50,,https://www.vestiairecollective.com/women-jewellery/pendants/celine/gold-gold-plated-alphabet-celine-pendant-42594080.shtml
Wool knitwear & sweatshirt Polo Ralph Lauren Beige size XL International in Wool ,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-wool-polo-ralph-lauren-knitwear-sweatshirt-42626464-1_2.jpg",Men,Clothing,Knitwear & Sweatshirts,Polo Ralph Lauren,Very good condition,Wool,Beige,XL International,"United States, from the seller Keeley",42626464,$46.20,$40.70,https://www.vestiairecollective.com/men-clothing/knitwear-sweatshirts/polo-ralph-lauren/beige-wool-polo-ralph-lauren-knitwear-sweatshirt-42626464.shtml
Mid,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-ulla-johnson-dress-42729089-1_2.jpg",Women,Clothing,Dresses,Ulla Johnson,Very good condition,Cotton,Blue,8 US,"United States, from the seller Emma",42729089,$139,,https://www.vestiairecollective.com/women-clothing/dresses/ulla-johnson/blue-cotton-ulla-johnson-dress-42729089.shtml
Book tote cloth tote Dior Multicolour in Cloth ,2024-03-12,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cloth-book-tote-dior-handbag-42054249-1_1.jpg",Women,Bags,Handbags,Dior,Book Tote,Very good condition,Cloth,Multicolour,Vestiaire Collective United States,42054249,"$2,118",,https://www.vestiairecollective.com/women-bags/handbags/dior/multicolour-cloth-book-tote-dior-handbag-42054249.shtml
Dress Gucci White size 12 years ,2024-01-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-gucci-dress-40783452-1_4.jpg",Kids,Girls,Dresses,Gucci,Never worn,Cotton,White,12 years - XS UK,"United States, from the seller April",40783452,$165,,https://www.vestiairecollective.com/kids-girls/dresses/gucci/white-cotton-gucci-dress-40783452.shtml
Large pants Alexa Chung Gold size 14,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-viscose-alexa-chung-trousers-42785693-3.jpg",Women,Clothing,Trousers,Alexa Chung,Very good condition,Viscose,Gold,14-16 US,"United States, from the seller Joanne",42785693,$64.98,,https://www.vestiairecollective.com/women-clothing/trousers/alexa-chung/gold-viscose-alexa-chung-trousers-42785693.shtml
Track vegan leather high trainers Balenciaga Multicolour size 43 EU in Vegan leather ,2024-02-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-vegan-leather-track-balenciaga-trainers-41842527-1_2.jpg",Men,Shoes,Trainers,Balenciaga,Track,"Never worn, with tag",Vegan leather,Multicolour,43 EU,"United States, from the seller claudia",$423.50,$342.10,https://www.vestiairecollective.com/men-shoes/trainers/balenciaga/multicolour-vegan-leather-track-balenciaga-trainers-41842527.shtml
Cloth handbag Gucci Brown in Cloth ,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-gucci-handbag-42544024-1_2.jpg",Women,Bags,Handbags,Gucci,Very good condition,Cloth,Brown,Vintage,"United States, from the seller Emeka",42544024,$412.50,,https://www.vestiairecollective.com/women-bags/handbags/gucci/brown-cloth-gucci-handbag-42544024.shtml
Leather belt Gucci Black size 85 cm in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-belt-42813377-1_2.jpg",Women,Accessories,Belts,Gucci,Never worn,Leather,Black,85 cm,"United States, from the seller Jennifer",42813377,$520,,https://www.vestiairecollective.com/women-accessories/belts/gucci/black-leather-gucci-belt-42813377.shtml
Air force 1 trainers Nike Beige size 3.5 UK in Suede ,2024-02-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-suede-air-force-1-nike-trainers-41838515-2_4.jpg",Kids,Shoes,Trainers,Nike,Air Force 1,Never worn,Suede,Beige,3.5 UK,"United States, from the seller MARIA",$108.90,,https://www.vestiairecollective.com/kids-shoes/trainers/nike/beige-suede-air-force-1-nike-trainers-41838515.shtml
Blazer leather trainers Nike White size 9 US in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-blazer-nike-trainers-42805922-1_2.jpg",Men,Shoes,Trainers,Nike,Blazer,"Never worn, with tag",Leather,White,9 US,"United States, from the seller M",$104.50,,https://www.vestiairecollective.com/men-shoes/trainers/nike/white-leather-blazer-nike-trainers-42805922.shtml
Shorts Deiji studios Ecru size L International in Cotton ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/ecru-cotton-deiji-studios-shorts-42758592-1_2.jpg",Women,Clothing,Shorts,Deiji studios,"Never worn, with tag",Cotton,Ecru,L International,"United States, from the seller ashley",42758592,$77,,https://www.vestiairecollective.com/women-clothing/shorts/deiji-studios/ecru-cotton-deiji-studios-shorts-42758592.shtml
Leather wallet Boyy Grey in Leather ,2024-01-19,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/grey-leather-boyy-wallet-40543962-1_2.jpg",Women,Accessories,Wallets,Boyy,Never worn,Leather,Grey,"United States, from the seller Estelle",40543962,,$165,$144.10,https://www.vestiairecollective.com/women-accessories/wallet/boyy/grey-leather-boyy-wallet-40543962.shtml
Cloth belts/suspenders Gucci Brown in Cloth ,2024-02-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-gucci-beltssuspenders-41142081-1_2.jpg",Kids,Accessories,Belts.Suspenders,Gucci,Very good condition,Cloth,Brown,"United States, from the seller Provenance",41142081,,$297,,https://www.vestiairecollective.com/kids-accessories/belts-suspenders/gucci/brown-cloth-gucci-beltssuspenders-41142081.shtml
Leather flats Donald Duck Disney x Gucci Multicolour size 8 US in Leather ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-leather-donald-duck-disney-x-gucci-flats-42759596-1_2.jpg",Women,Shoes,Flats,Donald Duck Disney x Gucci,Good condition,Leather,Multicolour,8 US,"United States, from the seller Afiya",42759596,$225.50,$202.40,https://www.vestiairecollective.com/women-shoes/flats/donald-duck-disney-x-gucci/multicolour-leather-donald-duck-disney-x-gucci-flats-42759596.shtml
Watch Gucci Gold in Gold plated ,2024-03-14,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-gucci-watch-42307989-1_2.jpg",Women,Accessories,Watches,Gucci,Very good condition,Gold plated,Gold plated,Manual winding,Gold,Vintage,$440,$396,https://www.vestiairecollective.com/women-accessories/watches/gucci/gold-gold-plated-gucci-watch-42307989.shtml
Chain around leather crossbody bag Chanel Gold in Leather ,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-leather-chain-around-chanel-handbag-42566458-1_2.jpg",Women,Bags,Handbags,Chanel,Chain Around,Good condition,Leather,Gold,Vintage,"United States, from the seller Camila","$2,475","$2,117.50",https://www.vestiairecollective.com/women-bags/handbags/chanel/gold-leather-chain-around-chanel-handbag-42566458.shtml
Straight pants Celine Black size 36 FR in Viscose ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-viscose-celine-trousers-42794234-1_2.jpg",Women,Clothing,Trousers,Celine,"Never worn, with tag",Viscose,Black,36 FR,"United States, from the seller Anne",42794234,$990,,https://www.vestiairecollective.com/women-clothing/trousers/celine/black-viscose-celine-trousers-42794234.shtml
Cc necklace Chanel Gold in Gold plated ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-cc-chanel-necklace-42750015-1_2.jpg",Women,Jewellery,Necklaces,Chanel,CC,Good condition,Gold plated,Gold,Vintage,"United States, from the seller ezla","$2,750",,https://www.vestiairecollective.com/women-jewellery/necklaces/chanel/gold-gold-plated-cc-chanel-necklace-42750015.shtml
Yellow gold earrings Maria Tash Gold in Yellow gold ,2024-03-20,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-yellow-gold-maria-tash-earrings-42497849-1_2.jpg",Women,Jewellery,Earrings,Maria Tash,Very good condition,Yellow gold,Gold,"United States, from the seller Tanya",42497849,,$539,,https://www.vestiairecollective.com/women-jewellery/earrings/maria-tash/gold-yellow-gold-maria-tash-earrings-42497849.shtml
Chypre leather sandals Hermès Blue size 41 EU in Leather ,2024-02-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-leather-chypre-hermes-sandals-41074574-1_3.jpg",Men,Shoes,Sandals,Hermès,Chypre,Never worn,Leather,Blue,41 EU,"United States, from the seller Alan","$1,155",,https://www.vestiairecollective.com/men-shoes/sandals/hermes/blue-leather-chypre-hermes-sandals-41074574.shtml
Leather trainers Burberry Brown size 34 FR in Leather ,2024-03-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-burberry-trainers-41965135-1_4.jpg",Kids,Shoes,Trainers,Burberry,"Never worn, with tag",Leather,Brown,34 FR,"United States, from the seller kira",41965135,$342.10,,https://www.vestiairecollective.com/kids-shoes/trainers/burberry/brown-leather-burberry-trainers-41965135.shtml
Leather trainers Versace White size 40 EU in Leather ,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-versace-trainers-42742433-1.jpg",Women,Shoes,Trainers,Versace,Never worn,Leather,White,40 EU,"United States, from the seller Tenneh",42742433,$244.15,,https://www.vestiairecollective.com/women-shoes/trainers/versace/white-leather-versace-trainers-42742433.shtml
Top Chloé Navy size 14 ans ,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-polyester-chloe-top-42714481-1_2.jpg",Kids,Girls,Tops,Chloé,"Never worn, with tag",Polyester,Navy,14 ans - S FR,"United States, from the seller Alexandra",42714481,$85.80,,https://www.vestiairecollective.com/kids-girls/tops/chloe/navy-polyester-chloe-top-42714481.shtml
Leather handbag Prada Black in Leather ,2024-01-18,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-prada-handbag-40482650-1_2.jpg",Women,Bags,Handbags,Prada,Very good condition,Leather,Black,Vintage,"United States, from the seller Alexis",40482650,$385,$346.50,https://www.vestiairecollective.com/women-bags/handbags/prada/black-leather-prada-handbag-40482650.shtml
Marmont leather handbag Gucci Beige in Leather ,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-leather-marmont-gucci-handbag-42350644-1_1.jpg",Women,Bags,Handbags,Gucci,Marmont,Very good condition,Leather,Beige,Vestiaire Collective United States,42350644,"$1,695",,https://www.vestiairecollective.com/women-bags/handbags/gucci/beige-leather-marmont-gucci-handbag-42350644.shtml
Pochette accessoire cloth handbag Louis Vuitton Brown in Cloth ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-pochette-accessoire-louis-vuitton-handbag-42783155-1_1.jpg",Women,Bags,Handbags,Louis Vuitton,Pochette Accessoire,Never worn,Cloth,Brown,Vestiaire Collective United States,42783155,$577.50,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-cloth-pochette-accessoire-louis-vuitton-handbag-42783155.shtml
Maxi dress Matteau Blue size 6 US in Cotton ,2024-02-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-matteau-dress-41811486-1_2.jpg",Women,Clothing,Dresses,Matteau,"Never worn, with tag",Cotton,Blue,6 US,"United States, from the seller Megan",41811486,$493.90,,https://www.vestiairecollective.com/women-clothing/dresses/matteau/blue-cotton-matteau-dress-41811486.shtml
Silk mini short Zimmermann Multicolour size 0 0,2023-07-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-silk-zimmermann-shorts-35341518-1_1.jpg",Women,Clothing,Shorts,Zimmermann,Very good condition,Silk,Multicolour,0 0-5,Vestiaire Collective United States,35341518,$256.01,$145,https://www.vestiairecollective.com/women-clothing/shorts/zimmermann/multicolour-silk-zimmermann-shorts-35341518.shtml
Leather handbag Miu Miu Brown in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-miu-miu-handbag-42801935-1_3.jpg",Women,Bags,Handbags,Miu Miu,Very good condition,Leather,Brown,Vintage,"Germany, from the seller Lucian",42801935,$518.88,,https://www.vestiairecollective.com/women-bags/handbags/miu-miu/brown-leather-miu-miu-handbag-42801935.shtml
Jewellery Gucci Red in Other ,2024-02-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-other-gucci-jewellery-41142063-1_2.jpg",Kids,Accessories,Jewellery,Gucci,Very good condition,Other,Red,"United States, from the seller Provenance",41142063,,$247,,https://www.vestiairecollective.com/kids-accessories/jewellery/gucci/red-other-gucci-jewellery-41142063.shtml
Mules & clogs Saint Laurent Multicolour size 38.5 EU in Plastic ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-plastic-saint-laurent-mules-clogs-42803488-1_4.jpg",Women,Shoes,Mules & Clogs,Saint Laurent,Never worn,Plastic,Multicolour,38.5 EU,"United States, from the seller Mojisola",42803488,$418,,https://www.vestiairecollective.com/women-shoes/mules-clogs/saint-laurent/multicolour-plastic-saint-laurent-mules-clogs-42803488.shtml
Cynthia leather satchel Michael Kors Black in Leather ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-cynthia-michael-kors-handbag-42777907-1_2.jpg",Women,Bags,Handbags,Michael Kors,Cynthia,Never worn,Leather,Black,"United States, from the seller nicole",42777907,$110,,https://www.vestiairecollective.com/women-bags/handbags/michael-kors/black-leather-cynthia-michael-kors-handbag-42777907.shtml
Cardi coat Sandro Black size 1 0,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cotton-sandro-jacket-42813391-1_2.jpg",Women,Clothing,Jackets,Sandro,Never worn,Cotton,Black,1 0-5,"Singapore, from the seller stepfanie",42813391,$302.29,,https://www.vestiairecollective.com/women-clothing/jackets/sandro/black-cotton-sandro-jacket-42813391.shtml
Saint,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-saint-louis-goyard-handbag-42761773-1_2.jpg",Women,Bags,Handbags,Goyard,Saint-Louis,Very good condition,Leather,Black,"United States, from the seller Coco",42761773,"$2,050",,https://www.vestiairecollective.com/women-bags/handbags/goyard/black-leather-saint-louis-goyard-handbag-42761773.shtml
Knitwear & sweatshirt Dior Beige size S International in Cotton ,2024-01-05,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cotton-dior-knitwear-sweatshirt-40091706-1_1.jpg",Men,Clothing,Knitwear & Sweatshirts,Dior,Never worn,Cotton,Beige,S International,Vestiaire Collective United States,40091706,$422,,https://www.vestiairecollective.com/men-clothing/knitwear-sweatshirts/dior/beige-cotton-dior-knitwear-sweatshirt-40091706.shtml
Handbag Vivienne Westwood Red in Cotton ,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-cotton-vivienne-westwood-handbag-42511972-1_2.jpg",Women,Bags,Handbags,Vivienne Westwood,Fair condition,Cotton,Red,Vintage,"United States, from the seller Susan",42511972,$385,$330,https://www.vestiairecollective.com/women-bags/handbags/vivienne-westwood/red-cotton-vivienne-westwood-handbag-42511972.shtml
Louis junior spike low trainers Christian Louboutin Purple size 44.5 EU in Suede ,2024-03-01,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/purple-suede-louis-junior-spike-christian-louboutin-trainers-41876220-2_4.jpg",Men,Shoes,Trainers,Christian Louboutin,Louis junior spike,"Never worn, with tag",Suede,Purple,44.5 EU,"United States, from the seller claudia",$440,,https://www.vestiairecollective.com/men-shoes/trainers/christian-louboutin/purple-suede-louis-junior-spike-christian-louboutin-trainers-41876220.shtml
Powder puff heels Aquazzura Pink size 41 EU in Suede ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-suede-powder-puff-aquazzura-heels-42808819-1_2.jpg",Women,Shoes,Heels,Aquazzura,Powder Puff,Good condition,Suede,Pink,41 EU,"United States, from the seller Krystsina",$121,,https://www.vestiairecollective.com/women-shoes/heels/aquazzura/pink-suede-powder-puff-aquazzura-heels-42808819.shtml
Earrings Balenciaga Gold in Metal ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-metal-balenciaga-earrings-42763136-1_3.jpg",Women,Jewellery,Earrings,Balenciaga,Very good condition,Metal,Gold,Vintage,"France, from the seller olivia",42763136,$155.66,,https://www.vestiairecollective.com/women-jewellery/earrings/balenciaga/gold-metal-balenciaga-earrings-42763136.shtml
Bag & pencil case Moschino Pink in Cotton ,2023-09-12,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-cotton-moschino-bag-pencil-case-36589268-1_2.jpg",Kids,Accessories,Bags & Pencil cases,Moschino,Very good condition,Cotton,Pink,"United States, from the seller Julija",36589268,,$220,$121,https://www.vestiairecollective.com/kids-accessories/bags-pencil-cases/moschino/pink-cotton-moschino-bag-pencil-case-36589268.shtml
Baguette cloth handbag Fendi Beige in Cloth ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cloth-baguette-fendi-handbag-42807840-1_2.jpg",Women,Bags,Handbags,Fendi,Baguette,Good condition,Cloth,Beige,"United States, from the seller Nocaplux",42807840,$715,$649,https://www.vestiairecollective.com/women-bags/handbags/fendi/beige-cloth-baguette-fendi-handbag-42807840.shtml
Jacket Kiton Blue size M International in Polyamide ,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-polyamide-kiton-jacket-42696542-1_2.jpg",Men,Clothing,Jackets,Kiton,Never worn,Polyamide,Blue,M International,"United States, from the seller antonio",42696542,$715,$495,https://www.vestiairecollective.com/men-clothing/jackets/kiton/blue-polyamide-kiton-jacket-42696542.shtml
Puzzle leather bag Loewe Blue in Leather ,2024-03-07,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-leather-puzzle-loewe-bag-41899891-1_1.jpg",Men,Bags,Bags,Loewe,Puzzle,Very good condition,Leather,Blue,Vestiaire Collective United States,41899891,"$1,795","$1,705.25",https://www.vestiairecollective.com/men-bags/bags/loewe/blue-leather-puzzle-loewe-bag-41899891.shtml
Cassandra top handle leather handbag Saint Laurent Beige in Leather ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-leather-cassandra-top-handle-saint-laurent-handbag-42782092-1.jpg",Women,Bags,Handbags,Saint Laurent,Cassandra Top Handle,Very good condition,Leather,Beige,"United States, from the seller jessica",42782092,"$1,815","$1,650",https://www.vestiairecollective.com/women-bags/handbags/saint-laurent/beige-leather-cassandra-top-handle-saint-laurent-handbag-42782092.shtml
Wool jacket Moncler Black size S International in Wool ,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-wool-moncler-jacket-42531197-1_2.jpg",Men,Clothing,Jackets,Moncler,Very good condition,Wool,Black,S International,"United States, from the seller TRIBUTE TO STYLE",42531197,$614,,https://www.vestiairecollective.com/men-clothing/jackets/moncler/black-wool-moncler-jacket-42531197.shtml
Leather clutch bag Mulberry Brown in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-mulberry-clutch-bag-42802055-1_3.jpg",Women,Bags,Clutch bags,Mulberry,Good condition,Leather,Brown,"Sweden, from the seller Aficionado Stockholm",42802055,,$170.39,,https://www.vestiairecollective.com/women-bags/clutch-bags/mulberry/brown-leather-mulberry-clutch-bag-42802055.shtml
Vest Moncler Black size M International in Synthetic ,2024-02-13,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-synthetic-moncler-knitwear-sweatshirt-41341381-1.jpg",Men,Clothing,Knitwear & Sweatshirts,Moncler,"Never worn, with tag",Synthetic,Black,M International,"United States, from the seller Anthony",41341381,$198,$178.20,https://www.vestiairecollective.com/men-clothing/knitwear-sweatshirts/moncler/black-synthetic-moncler-knitwear-sweatshirt-41341381.shtml
Small bag Gucci Black in Synthetic ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-synthetic-gucci-small-bag-42781589-1_2.jpg",Men,Bags,"Small bags, wallets & cases",Gucci,Never worn,Synthetic,Black,"United States, from the seller Camila",42781589,,$55,$41.80,https://www.vestiairecollective.com/men-bags/small-bags-wallets-cases/gucci/black-synthetic-gucci-small-bag-42781589.shtml
Leather heels Yves Saint Laurent Black size 37.5 EU in Leather ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-yves-saint-laurent-heels-42813882-1_2.jpg",Women,Shoes,Heels,Yves Saint Laurent,Very good condition,Leather,Black,37.5 EU,"United States, from the seller Mira",42813882,$518.88,,https://www.vestiairecollective.com/women-shoes/heels/yves-saint-laurent/black-leather-yves-saint-laurent-heels-42813882.shtml
Bom dia leather sandal Louis Vuitton Black size 8.5 US in Leather ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-bom-dia-louis-vuitton-sandals-42773414-1_2.jpg",Women,Shoes,Sandals,Louis Vuitton,Bom Dia,Good condition,Leather,Black,8.5 US,"United States, from the seller Leora",$825,,https://www.vestiairecollective.com/women-shoes/sandals/louis-vuitton/black-leather-bom-dia-louis-vuitton-sandals-42773414.shtml
Gg marmont chain flap wallet leather crossbody bag Gucci Black in Leather ,2023-12-17,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gg-marmont-chain-flap-wallet-gucci-handbag-39574344-1_5.jpg",Women,Bags,Handbags,Gucci,GG Marmont Chain Flap Wallet,Very good condition,Leather,Black,"United States, from the seller Michelle",39574344,$880,$771.10,https://www.vestiairecollective.com/women-bags/handbags/gucci/black-leather-gg-marmont-chain-flap-wallet-gucci-handbag-39574344.shtml
