Name,onine_since,Image,categories,Category,Sub-category,Designer,Condition,Material,Color,Size,Location,Reference,Price,price_with_discount,Link
Tessuto handbag Prada Red in Synthetic ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-synthetic-tessuto-prada-handbag-42781625-1_1.jpg",Women,Bags,Handbags,Prada,Tessuto,Very good condition,Synthetic,Red,Vestiaire Collective United States,42781625,$302.50,,https://www.vestiairecollective.com/women-bags/handbags/prada/red-synthetic-tessuto-prada-handbag-42781625.shtml
Leather flats JORDAN Multicolour size 11 US in Leather ,2024-03-09,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-leather-jordan-flats-42149179-1_2.jpg",Kids,Shoes,Flats,JORDAN,Very good condition,Leather,Multicolour,11 US,"United States, from the seller Aisha",42149179,$41.80,$35.20,https://www.vestiairecollective.com/kids-shoes/flats/jordan/multicolour-leather-jordan-flats-42149179.shtml
Silk trousers Versace Green size XL International in Silk ,2024-03-17,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-silk-versace-trousers-42382339-1_2.jpg",Men,Clothing,Trousers,Versace,Never worn,Silk,Green,XL International,"United States, from the seller Call",42382339,$330,,https://www.vestiairecollective.com/men-clothing/trousers/versace/green-silk-versace-trousers-42382339.shtml
Shirt Ralph Lauren Green size 4 years ,2023-06-03,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-cotton-ralph-lauren-top-34055879-1_2.jpg",Kids,Boys,Tops,Ralph Lauren,Never worn,Cotton,Green,4 years - until 40 inches UK,"United States, from the seller Meli",34055879,$27.50,$14.30,https://www.vestiairecollective.com/kids-boys/tops/ralph-lauren/green-cotton-ralph-lauren-top-34055879.shtml
Messenger leather handbag Yves Saint Laurent Black in Leather ,2024-02-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-messenger-yves-saint-laurent-handbag-41685201-1_2.jpg",Women,Bags,Handbags,Yves Saint Laurent,Messenger,Fair condition,Leather,Black,Vintage,"United States, from the seller Daniel",$182.60,,https://www.vestiairecollective.com/women-bags/handbags/yves-saint-laurent/black-leather-messenger-yves-saint-laurent-handbag-41685201.shtml
Patent leather ballet flats Chanel Black size 38 EU in Patent leather ,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-patent-leather-chanel-ballet-flats-42750330-1.jpg",Women,Shoes,Ballet flats,Chanel,Very good condition,Patent leather,Black,38 EU,"United States, from the seller Adrianne",42750330,$275,,https://www.vestiairecollective.com/women-shoes/ballet-flats/chanel/black-patent-leather-chanel-ballet-flats-42750330.shtml
Air jordan 4 leather trainers JORDAN Brown size 6 US in Leather ,2023-12-11,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-air-jordan-4-jordan-trainers-39407715-1_3.jpg",Kids,Shoes,Trainers,JORDAN,Air Jordan 4,Very good condition,Leather,Brown,6 US,"United States, from the seller Julid",$440,$386.10,https://www.vestiairecollective.com/kids-shoes/trainers/jordan/brown-leather-air-jordan-4-jordan-trainers-39407715.shtml
Nmd hu cloth low trainers Adidas x Pharrell Williams Black size 13 US in Cloth ,2024-03-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-cloth-nmd-hu-adidas-x-pharrell-williams-trainers-42052422-1_2.jpg",Men,Shoes,Trainers,Adidas x Pharrell Williams,NMD Hu,"Never worn, with tag",Cloth,Black,13 US,"United States, from the seller CurtiS",$148.50,$82.50,https://www.vestiairecollective.com/men-shoes/trainers/adidas-x-pharrell-williams/black-cloth-nmd-hu-adidas-x-pharrell-williams-trainers-42052422.shtml
Trousers Cecilie Bahnsen Blue size 6 US in Polyester ,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-polyester-cecilie-bahnsen-trousers-42282424-1_1.jpg",Women,Clothing,Trousers,Cecilie Bahnsen,Very good condition,Polyester,Blue,6 US,Vestiaire Collective United States,42282424,$125,,https://www.vestiairecollective.com/women-clothing/trousers/cecilie-bahnsen/blue-polyester-cecilie-bahnsen-trousers-42282424.shtml
Silk corset Versace Multicolour size 38 IT in Silk ,2024-02-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-silk-versace-top-41040641-3_7.jpg",Women,Clothing,Tops,Versace,"Never worn, with tag",Silk,Multicolour,38 IT,"United States, from the seller anna",41040641,$247.50,$223.30,https://www.vestiairecollective.com/women-clothing/tops/versace/multicolour-silk-versace-top-41040641.shtml
Satchel Balenciaga Blue in Polyester ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-polyester-balenciaga-bag-42788396-1_2.jpg",Men,Bags,Bags,Balenciaga,Never worn,Polyester,Blue,"United States, from the seller Aaron",42788396,,$163.90,,https://www.vestiairecollective.com/men-bags/bags/balenciaga/blue-polyester-balenciaga-bag-42788396.shtml
Leather belt Gucci Burgundy size 70 cm in Leather ,2024-01-08,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/burgundy-leather-gucci-belt-40174059-1_2.jpg",Women,Accessories,Belts,Gucci,Never worn,Leather,Burgundy,70 cm,"United States, from the seller Hotter Cooler",40174059,$185.90,,https://www.vestiairecollective.com/women-accessories/belts/gucci/burgundy-leather-gucci-belt-40174059.shtml
Sunset leather crossbody bag Saint Laurent Green in Leather ,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-leather-sunset-saint-laurent-handbag-42614243-1_2.jpg",Women,Bags,Handbags,Saint Laurent,Sunset,Very good condition,Leather,Green,"United States, from the seller Prtia",42614243,"$1,595","$1,375",https://www.vestiairecollective.com/women-bags/handbags/saint-laurent/green-leather-sunset-saint-laurent-handbag-42614243.shtml
Jacket Acne Studios Khaki size 50 IT in Cotton ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/khaki-cotton-acne-studios-jacket-42789106-1_2.jpg",Men,Clothing,Jackets,Acne Studios,Very good condition,Cotton,Khaki,50 IT,"United States, from the seller Yana",42789106,$165,,https://www.vestiairecollective.com/men-clothing/jackets/acne-studios/khaki-cotton-acne-studios-jacket-42789106.shtml
Leather wallet Gucci Brown in Leather ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-gucci-wallet-42803913-1_2.jpg",Women,Accessories,Wallets,Gucci,Very good condition,Leather,Brown,"United States, from the seller Provenance",42803913,,$187,,https://www.vestiairecollective.com/women-accessories/wallet/gucci/brown-leather-gucci-wallet-42803913.shtml
Cashmere pants Dior Beige size 3 years ,2023-04-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cashmere-dior-trousers-32836148-1_3.jpg",Kids,Boys,Trousers,Dior,"Never worn, with tag",Cashmere,Beige,3 years - until 39 inches UK,"United States, from the seller Michele",32836148,$217.80,$108.90,https://www.vestiairecollective.com/kids-boys/trousers/dior/beige-cashmere-dior-trousers-32836148.shtml
Handbag Gucci Beige in Cotton ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cotton-gucci-handbag-42813662-1_2.jpg",Women,Bags,Handbags,Gucci,Good condition,Cotton,Beige,"Japan, from the seller brandear",42813662,,$240,,https://www.vestiairecollective.com/women-bags/handbags/gucci/beige-cotton-gucci-handbag-42813662.shtml
Corset Orseund Iris Black size S International in Polyamide ,2024-02-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-polyamide-orseund-iris-top-41806085-1.jpg",Women,Clothing,Tops,Orseund Iris,Very good condition,Polyamide,Black,S International,"United States, from the seller Ryann",41806085,$154,,https://www.vestiairecollective.com/women-clothing/tops/orseund-iris/black-polyamide-orseund-iris-top-41806085.shtml
Leather wallet Prada Black in Leather ,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-prada-wallet-42596025-1_2.jpg",Women,Accessories,Wallets,Prada,Very good condition,Leather,Black,"United States, from the seller Cameron",42596025,,$135.30,,https://www.vestiairecollective.com/women-accessories/wallet/prada/black-leather-prada-wallet-42596025.shtml
Wool suit Saint Laurent Blue size 48 FR in Wool ,2023-12-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-wool-saint-laurent-suit-39708086-1_3.jpg",Men,Clothing,Suits,Saint Laurent,Very good condition,Wool,Blue,48 FR,"United States, from the seller Andy",39708086,$825,$335.50,https://www.vestiairecollective.com/men-clothing/suits/saint-laurent/blue-wool-saint-laurent-suit-39708086.shtml
Wool jacket Celine Black size 50 IT in Wool ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-wool-celine-jacket-42757314-1_2.jpg",Men,Clothing,Jackets,Celine,Very good condition,Wool,Black,50 IT,"United States, from the seller Luis",42757314,"$1,644.50",,https://www.vestiairecollective.com/men-clothing/jackets/celine/black-wool-celine-jacket-42757314.shtml
Wool scarf Acne Studios Blue in Wool ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-wool-acne-studios-scarf-42813161-1_2.jpg",Women,Accessories,Scarves,Acne Studios,Very good condition,Wool,Blue,"Lithuania, from the seller magda",42813161,,$175.12,,https://www.vestiairecollective.com/women-accessories/scarves/acne-studios/blue-wool-acne-studios-scarf-42813161.shtml
Leather low trainers Gucci White size 10.5 US in Leather ,2024-02-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-leather-gucci-trainers-41737410-1_2.jpg",Men,Shoes,Trainers,Gucci,Never worn,Leather,White,10.5 US,"United States, from the seller Hotter Cooler",41737410,$352,,https://www.vestiairecollective.com/men-shoes/trainers/gucci/white-leather-gucci-trainers-41737410.shtml
Speedy handbag Louis Vuitton Brown in Synthetic ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-synthetic-speedy-louis-vuitton-handbag-42813237-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Speedy,Fair condition,Synthetic,Brown,"Japan, from the seller brandear",42813237,$326,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-synthetic-speedy-louis-vuitton-handbag-42813237.shtml
Diana leather crossbody bag Chanel Black in Leather ,2024-01-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-diana-chanel-handbag-40578637-1_3.jpg",Women,Bags,Handbags,Chanel,Diana,Very good condition,Leather,Black,Vintage,"United States, from the seller Alisa","$3,520","$3,135",https://www.vestiairecollective.com/women-bags/handbags/chanel/black-leather-diana-chanel-handbag-40578637.shtml
Cartouchière leather crossbody bag Louis Vuitton Brown in Leather ,2024-03-22,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-cartouchiere-louis-vuitton-handbag-42565652-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Cartouchière,Very good condition,Leather,Brown,"United States, from the seller Emeka",42565652,$539,$467.50,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-cartouchiere-louis-vuitton-handbag-42565652.shtml
Pouch leather clutch bag Bottega Veneta Burgundy in Leather ,2024-01-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/burgundy-leather-pouch-bottega-veneta-clutch-bag-40648636-1_2.jpg",Women,Bags,Clutch bags,Bottega Veneta,Pouch,Never worn,Leather,Burgundy,"United States, from the seller Ting",40648636,$979,$707.30,https://www.vestiairecollective.com/women-bags/clutch-bags/bottega-veneta/burgundy-leather-pouch-bottega-veneta-clutch-bag-40648636.shtml
Leather riding boots Prada Black size 38 EU in Leather ,2024-03-14,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-prada-boots-42315705-1.jpg",Women,Shoes,Boots,Prada,Very good condition,Leather,Black,38 EU,Vintage,"United States, from the seller Marie",$275,,https://www.vestiairecollective.com/women-shoes/boots/prada/black-leather-prada-boots-42315705.shtml
Patent leather belts/suspenders Dolce & Gabbana Black in Patent leather ,2024-02-17,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-patent-leather-dolce-gabbana-beltssuspenders-41461418-1_4.jpg",Kids,Accessories,Belts.Suspenders,Dolce & Gabbana,"Never worn, with tag",Patent leather,Black,"United States, from the seller Taylor",41461418,,$99,,https://www.vestiairecollective.com/kids-accessories/belts-suspenders/dolce-gabbana/black-patent-leather-dolce-gabbana-beltssuspenders-41461418.shtml
Crocodile flats Versace Black size 41 EU in Crocodile ,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-crocodile-versace-flats-42725472-1_2.jpg",Men,Shoes,Flats,Versace,Never worn,Exotic leathers,Black,41 EU,"United States, from the seller Maria",42725472,$495,,https://www.vestiairecollective.com/men-shoes/flats/versace/black-crocodile-versace-flats-42725472.shtml
Shirt Burberry White size S International in Cotton ,2024-02-01,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-burberry-shirt-40949299-1_2.jpg",Men,Clothing,Shirts,Burberry,"Never worn, with tag",Cotton,White,S International,"United States, from the seller juily",40949299,$214.50,,https://www.vestiairecollective.com/men-clothing/shirts/burberry/white-cotton-burberry-shirt-40949299.shtml
Cap Burberry Beige size S International in Cotton ,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-cotton-burberry-hat-42603499-1_3.jpg",Women,Accessories,Hats,Burberry,"Never worn, with tag",Cotton,Beige,S International,"United States, from the seller juily",42603499,$218.90,,https://www.vestiairecollective.com/women-accessories/hats/burberry/beige-cotton-burberry-hat-42603499.shtml
Trousers Zimmermann Multicolour size 2 US in Cotton ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-zimmermann-trousers-42807243-1_2.jpg",Women,Clothing,Trousers,Zimmermann,"Never worn, with tag",Cotton,Multicolour,2 US,"United States, from the seller Anna",42807243,$495,,https://www.vestiairecollective.com/women-clothing/trousers/zimmermann/multicolour-cotton-zimmermann-trousers-42807243.shtml
Tiffany t pink gold ring Tiffany & Co Black size 49 EU in Pink gold ,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-pink-gold-tiffany-t-tiffany-co-ring-42629278-1_3.jpg",Women,Jewellery,Rings,Tiffany & Co,Tiffany T,Never worn,Pink gold,Black,49 EU,"United States, from the seller Online shop","$1,309",,https://www.vestiairecollective.com/women-jewellery/rings/tiffany-co/black-pink-gold-tiffany-t-tiffany-co-ring-42629278.shtml
Silk coat Camilla Multicolour size 42 FR in Silk ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-silk-camilla-coat-42803059-1_3.jpg",Women,Clothing,Coats,Camilla,Very good condition,Silk,Multicolour,42 FR,"France, from the seller Lynn",42803059,"$1,285.10",,https://www.vestiairecollective.com/women-clothing/coats/camilla/multicolour-silk-camilla-coat-42803059.shtml
Boots Burberry Pink size 1 US in Rubber ,2024-02-02,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-rubber-burberry-boots-40984314-1_2.jpg",Kids,Shoes,Boots,Burberry,Never worn,Rubber,Pink,1 US,"United States, from the seller jennifer",40984314,$174.90,$157.30,https://www.vestiairecollective.com/kids-shoes/boots/burberry/pink-rubber-burberry-boots-40984314.shtml
Webby bee cloth crossbody bag Gucci Multicolour in Cloth ,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cloth-webby-bee-gucci-handbag-42682771-1_3.jpg",Women,Bags,Handbags,Gucci,Webby Bee,Very good condition,Cloth,Multicolour,"United States, from the seller Linjing",42682771,$574.20,,https://www.vestiairecollective.com/women-bags/handbags/gucci/multicolour-cloth-webby-bee-gucci-handbag-42682771.shtml
Hamilton leather satchel Michael Kors Camel in Leather ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/camel-leather-hamilton-michael-kors-handbag-42761408-1_3.jpg",Women,Bags,Handbags,Michael Kors,Hamilton,"Never worn, with tag",Leather,Camel,"United States, from the seller Andrey",42761408,$170.50,,https://www.vestiairecollective.com/women-bags/handbags/michael-kors/camel-leather-hamilton-michael-kors-handbag-42761408.shtml
Necklace Yves Saint Laurent Gold in Gold plated ,2024-03-20,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/gold-gold-plated-yves-saint-laurent-necklace-42479369-1_2.jpg",Women,Jewellery,Necklaces,Yves Saint Laurent,Very good condition,Gold plated,Gold,Vintage,"United States, from the seller helene",42479369,$284.90,,https://www.vestiairecollective.com/women-jewellery/necklaces/yves-saint-laurent/gold-gold-plated-yves-saint-laurent-necklace-42479369.shtml
Pin & brooche Prada Black in Other ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-other-prada-pin-brooch-42802636-1_3.jpg",Women,Jewellery,Pins & brooches,Prada,Never worn,Other,Black,"Italy, from the seller michelle",42802636,,$132.31,,https://www.vestiairecollective.com/women-jewellery/pins-brooches/prada/black-other-prada-pin-brooch-42802636.shtml
Jackie vintage cloth handbag Gucci Navy in Cloth ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/navy-cloth-jackie-vintage-gucci-handbag-42813073-1_2.jpg",Women,Bags,Handbags,Gucci,Jackie Vintage,Very good condition,Cloth,Navy,"Japan, from the seller HIVE",42813073,$466.99,,https://www.vestiairecollective.com/women-bags/handbags/gucci/navy-cloth-jackie-vintage-gucci-handbag-42813073.shtml
Timeless/classique leather handbag Chanel Beige in Leather ,2024-01-11,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/beige-leather-timeless-classique-chanel-handbag-40252505-1_3.jpg",Women,Bags,Handbags,Chanel,Timeless/Classique,Very good condition,Leather,Beige,"United States, from the seller YLH",40252505,"$2,744.50","$2,404.60",https://www.vestiairecollective.com/women-bags/handbags/chanel/beige-leather-timeless-classique-chanel-handbag-40252505.shtml
Cloth flats Yves Saint Laurent Blue size 8 US in Cloth ,2024-03-23,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cloth-yves-saint-laurent-flats-42584745-1_2.jpg",Women,Shoes,Flats,Yves Saint Laurent,Very good condition,Cloth,Blue,8 US,Vintage,"United States, from the seller Provenance",$97,,https://www.vestiairecollective.com/women-shoes/flats/yves-saint-laurent/blue-cloth-yves-saint-laurent-flats-42584745.shtml
Malaga leather flats Gucci Black size 40 EU in Leather ,2024-02-06,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-malaga-gucci-flats-41139065-1_2.jpg",Women,Shoes,Flats,Gucci,Malaga,Very good condition,Leather,Black,40 EU,"United States, from the seller Marianne",$467.50,,https://www.vestiairecollective.com/women-shoes/flats/gucci/black-leather-malaga-gucci-flats-41139065.shtml
Leather flats Gucci Black size 9.5 UK in Leather ,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-flats-42698342-1_2.jpg",Men,Shoes,Flats,Gucci,Never worn,Leather,Black,9.5 UK,"United States, from the seller Amanda",42698342,$550,,https://www.vestiairecollective.com/men-shoes/flats/gucci/black-leather-gucci-flats-42698342.shtml
Leather satchel Gucci Black in Leather ,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-gucci-handbag-42532976-1_3.jpg",Women,Bags,Handbags,Gucci,Good condition,Leather,Black,Vintage,"United States, from the seller Luxehubpalace",42532976,$330,,https://www.vestiairecollective.com/women-bags/handbags/gucci/black-leather-gucci-handbag-42532976.shtml
Puffer SAM Pink size 14 years ,2023-12-13,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/pink-fur-sam-jacket-coat-39498434-1_2.jpg",Kids,Girls,Jackets & Coats,SAM,Good condition,Fur,Pink,14 years - S UK,"United States, from the seller Irina",39498434,$75.90,$23.10,https://www.vestiairecollective.com/kids-girls/jackets-coats/sam/pink-fur-sam-jacket-coat-39498434.shtml
Cloth purse Louis Vuitton Brown in Cloth ,2024-01-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cloth-louis-vuitton-purse-40779592-1_2.jpg",Women,Accessories,"Purses, wallets & cases",Louis Vuitton,Never worn,Cloth,Brown,"United States, from the seller MB",40779592,,$320,$265,https://www.vestiairecollective.com/women-accessories/purses-wallets-cases/louis-vuitton/brown-cloth-louis-vuitton-purse-40779592.shtml
Top Anine Bing White size 3 ans ,2024-02-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-anine-bing-top-41706937-1_2.jpg",Kids,Girls,Tops,Anine Bing,Very good condition,Cotton,White,3 ans - jusqu'à 98cm FR,"United States, from the seller Janet",41706937,$104.50,,https://www.vestiairecollective.com/kids-girls/tops/anine-bing/white-cotton-anine-bing-top-41706937.shtml
Leather bag Rick Owens Silver in Leather ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/silver-leather-rick-owens-bag-42778724-1_4.jpg",Men,Bags,Bags,Rick Owens,Never worn,Leather,Silver,"United States, from the seller Michele",42778724,,$418,,https://www.vestiairecollective.com/men-bags/bags/rick-owens/silver-leather-rick-owens-bag-42778724.shtml
Wool trousers The Row Anthracite size 30 UK ,2024-03-27,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/anthracite-wool-the-row-trousers-42658850-1_2.jpg",Men,Clothing,Trousers,The Row,Very good condition,Wool,Anthracite,"United States, from the seller Jake",42658850,,$495,,https://www.vestiairecollective.com/men-clothing/trousers/the-row/anthracite-wool-the-row-trousers-42658850.shtml
T,2024-03-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-moncler-top-42624562-1_2.jpg",Kids,Girls,Tops,Moncler,Very good condition,Cotton,White,12 ans - XS FR,"United States, from the seller Luxx",42624562,$165,,https://www.vestiairecollective.com/kids-girls/tops/moncler/white-cotton-moncler-top-42624562.shtml
Leather mini bag Miu Miu Camel in Leather ,2024-03-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/camel-leather-miu-miu-handbag-42688641-1_2.jpg",Women,Bags,Handbags,Miu Miu,Fair condition,Leather,Camel,Vintage,"United States, from the seller Tansy",42688641,$89.10,,https://www.vestiairecollective.com/women-bags/handbags/miu-miu/camel-leather-miu-miu-handbag-42688641.shtml
Suit Gucci Multicolour size 56 IT in Cotton ,2023-11-24,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/multicolour-cotton-gucci-suit-38942281-1_2.jpg",Men,Clothing,Suits,Gucci,"Never worn, with tag",Cotton,Multicolour,56 IT,"United States, from the seller Hotter Cooler",38942281,$702.90,,https://www.vestiairecollective.com/men-clothing/suits/gucci/multicolour-cotton-gucci-suit-38942281.shtml
Mini dress Zimmermann White size 1 0,2024-03-25,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/white-cotton-zimmermann-dress-42498188-1_1.jpg",Women,Clothing,Dresses,Zimmermann,Very good condition,Cotton,White,1 0-5,Vestiaire Collective United States,42498188,$110,,https://www.vestiairecollective.com/women-clothing/dresses/zimmermann/white-cotton-zimmermann-dress-42498188.shtml
Bermuda Burberry Brown size 10 ans ,2024-02-04,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-cotton-burberry-shorts-41063939-1_2.jpg",Kids,Boys,Shorts,Burberry,"Never worn, with tag",Cotton,Brown,10 ans - jusqu'à 142cm FR,"United States, from the seller Jenya",41063939,$137.50,,https://www.vestiairecollective.com/kids-boys/shorts/burberry/brown-cotton-burberry-shorts-41063939.shtml
Neverfull leather tote Louis Vuitton Black in Leather ,2024-03-29,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/black-leather-neverfull-louis-vuitton-handbag-42758310-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Neverfull,Very good condition,Leather,Black,"United States, from the seller Brandi",42758310,"$1,677.50",,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/black-leather-neverfull-louis-vuitton-handbag-42758310.shtml
Excursion handbag Louis Vuitton Brown in Synthetic ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-synthetic-excursion-louis-vuitton-handbag-42813345-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Excursion,Good condition,Synthetic,Brown,"Japan, from the seller brandear",42813345,$306,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-synthetic-excursion-louis-vuitton-handbag-42813345.shtml
Slim jean Rag & Bone Blue size 27 US in Cotton ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/blue-cotton-elasthane-rag-bone-jeans-42811053-1_2.jpg",Men,Clothing,Jeans,Rag & Bone,Very good condition,Cotton - elasthane,Blue,27 US,"United States, from the seller Gretchen",42811053,$86.90,,https://www.vestiairecollective.com/men-clothing/jeans/rag-bone/blue-cotton-elasthane-rag-bone-jeans-42811053.shtml
Alma leather satchel Louis Vuitton Brown in Leather ,2024-03-28,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/brown-leather-alma-louis-vuitton-handbag-42725331-1_2.jpg",Women,Bags,Handbags,Louis Vuitton,Alma,Good condition,Leather,Brown,Vintage,"United States, from the seller edita",$580.80,,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-alma-louis-vuitton-handbag-42725331.shtml
Panama Loewe Green size 59 cm in Cotton ,2024-03-31,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/green-cotton-loewe-hat-42808745-1_2.jpg",Women,Accessories,Hats,Loewe,"Never worn, with tag",Cotton,Green,59 cm,"United States, from the seller Alla",42808745,$412.50,,https://www.vestiairecollective.com/women-accessories/hats/loewe/green-cotton-loewe-hat-42808745.shtml
Bayswater leather satchel Mulberry Burgundy in Leather ,2024-03-21,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/burgundy-leather-bayswater-mulberry-handbag-42519876-1_2.jpg",Women,Bags,Handbags,Mulberry,Bayswater,Very good condition,Leather,Burgundy,"United States, from the seller marisa",42519876,$430.10,$387.20,https://www.vestiairecollective.com/women-bags/handbags/mulberry/burgundy-leather-bayswater-mulberry-handbag-42519876.shtml
Alma bb leather handbag Louis Vuitton Red in Leather ,2023-12-26,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/red-leather-alma-bb-louis-vuitton-handbag-39801653-1_3.jpg",Women,Bags,Handbags,Louis Vuitton,Alma BB,Never worn,Leather,Red,"United States, from the seller K",39801653,"$4,154.70",$825,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/red-leather-alma-bb-louis-vuitton-handbag-39801653.shtml
Leather mini bag Tory Burch Purple in Leather ,2024-03-30,"https://images.vestiairecollective.com/images/resized/w=1246,q=75,f=auto,/produit/purple-leather-tory-burch-handbag-42798697-1_2.jpg",Women,Bags,Handbags,Tory Burch,Never worn,Leather,Purple,"United States, from the seller danielle",42798697,,$159.50,,https://www.vestiairecollective.com/women-bags/handbags/tory-burch/purple-leather-tory-burch-handbag-42798697.shtml
